Perplexity,Entropy,AveragePolicyStd,TotalExecTime,MeanKL,LossAfter,LossBefore,StdReturn,MaxReturn,ItrTime,Time,ExplainedVariance,AverageReturn,MaxKL,MinReturn,NumTrajs
11.4353,2.4367,0.82843,4.369743585586548,0.302552,-0.0502221,-0.000244975,225.817957656,1100.0,4.421570777893066,4.4215662479400635,0.504242215399,347.5,2.16568,0.0,40
11.4325,2.43646,0.827109,4.054463863372803,0.231011,-0.0472457,0.0203081,210.341983446,700.0,4.106685161590576,8.531323671340942,0.154469996276,177.5,2.04757,0.0,40
11.5492,2.44661,0.831395,3.915938377380371,0.0492553,-0.0182103,-0.000729626,364.005494464,1400.0,3.948746681213379,12.486594200134277,0.46190106164,650.0,0.309651,0.0,40
11.5449,2.44625,0.831193,3.70859694480896,0.0325764,-0.0141052,0.00169688,405.886375726,1400.0,3.7502174377441406,16.242130041122437,0.497177218536,822.5,0.262149,0.0,40
11.5547,2.4471,0.830963,3.2341115474700928,0.204617,-0.0432232,-0.00906434,223.383079037,1200.0,3.2704217433929443,19.518996238708496,0.701552871839,940.0,0.700454,300.0,40
11.5025,2.44256,0.827649,3.8454530239105225,0.463499,-0.0818497,-0.00676444,335.54992177,1500.0,3.8880059719085693,23.414941549301147,0.543302836609,812.5,2.42811,0.0,40
11.4637,2.43918,0.826085,4.44355034828186,0.638872,-0.10322,-0.0213123,249.687304443,1000.0,4.4848902225494385,27.906230449676514,0.290864317482,437.5,3.84537,0.0,40
