NumTrajs,MeanKL,LossBefore,MaxKL,AverageReturn,AveragePolicyStd,Entropy,ItrTime,ExplainedVariance,TotalExecTime,MaxReturn,MinReturn,Perplexity,StdReturn,Time,LossAfter
40,2.91376,-0.0184716,8.82814,2645.0,0.82843,2.4367,4.145537376403809,0.40919031649,4.10023045539856,6200.0,700.0,11.4353,1186.37051548,4.1455347537994385,-0.197805
40,0.0676491,0.0543024,0.0953652,2.5,0.823257,2.41823,4.712895631790161,0.00335573582073,4.646267890930176,100.0,0.0,11.226,15.612494996,8.861377716064453,0.0448844
40,0.739195,0.019826,1.34889,55.0,0.834015,2.44538,4.524888038635254,0.0375302744551,4.500589370727539,400.0,0.0,11.535,109.430343141,13.392784595489502,-0.0500319
40,1.04389,0.0174942,1.73876,1425.0,0.839981,2.4553,4.68925666809082,0.294897231609,4.658539533615112,3600.0,0.0,11.6499,856.081187739,18.086515188217163,-0.139544
40,0.443427,-0.0105409,0.786981,4777.5,0.845537,2.46404,4.439666032791138,0.731777113666,4.386114120483398,6900.0,2900.0,11.7522,1006.10325017,22.531696796417236,-0.0945682
40,1.2728,-0.0253138,2.03943,3787.5,0.842757,2.45877,3.990217685699463,0.698113291573,3.957789421081543,5700.0,2300.0,11.6905,839.102943625,26.536269903182983,-0.226941
40,0.541643,-0.0121975,1.24117,2245.0,0.837593,2.44612,4.117402791976929,0.429056666377,4.089360952377319,4900.0,800.0,11.5434,912.948519907,30.657931804656982,-0.136697
