LossAfter,AveragePolicyStd,ExplainedVariance,Entropy,MinReturn,Time,StdReturn,Perplexity,NumTrajs,MeanKL,LossBefore,ItrTime,TotalExecTime,MaxKL,MaxReturn,AverageReturn
-0.0143195,0.870797,0.247430903188,2.5608,0.0,33.13072419166565,136.38181697,12.9461,20,0.0476119,0.00262446,33.13072872161865,32.8413302898407,0.603073,400.0,80.0
0.00310321,0.871991,0.824605880463,2.56342,0.0,67.48429918289185,106.183802908,12.9802,20,0.0535367,0.0103221,34.34736633300781,34.09691762924194,0.607303,500.0,315.0
-0.00118376,0.87425,0.897023789213,2.56858,300.0,103.61435747146606,53.8516480713,13.0473,20,0.00771823,0.00122105,36.1158881187439,35.83446002006531,0.0752324,500.0,390.0
-0.00849543,0.874446,0.905479458703,2.56919,300.0,138.0510048866272,47.6969600708,13.0553,20,0.0172684,-0.00671835,34.425211906433105,34.20181584358215,0.10998,500.0,415.0
0.00721909,0.872973,0.906433157463,2.56583,300.0,169.49902939796448,53.8516480713,13.0115,20,0.0172097,0.00919031,31.424700498580933,31.194409370422363,0.2219,500.0,410.0
-0.0099075,0.874999,0.899447847206,2.57043,400.0,199.12734723091125,83.6660026534,13.0714,20,0.00738762,-0.00822121,29.617649793624878,29.448899745941162,0.0583988,600.0,500.0
-0.0027887,0.873197,0.887078937053,2.56632,400.0,231.85558462142944,81.2403840464,13.0178,20,0.0100448,0.00265468,32.705870389938354,32.512786865234375,0.170067,600.0,480.0
