ExplainedVariance,StdReturn,AverageReturn,MaxKL,Time,NumTrajs,Perplexity,MinReturn,Entropy,MaxReturn,LossAfter,LossBefore,ItrTime,TotalExecTime,MeanKL,AveragePolicyStd
1,0.0,0.0,0.0,17.485445737838745,20,17.0795,0.0,2.83788,0.0,-0.0,-0.0,17.4854519367218,17.12446665763855,0.0,1.0
1,0.0,0.0,0.0,34.1021683216095,20,17.0795,0.0,2.83788,0.0,-0.0,-0.0,16.601866483688354,16.372255086898804,0.0,1.0
0.0720694694601,348.711915483,80.0,91.8438,50.31689500808716,20,17.0795,0.0,2.83788,1600.0,0.286471,0.000969039,16.210837841033936,16.09422516822815,0.975246,1.0
1,0.0,0.0,0.0,67.611820936203,20,17.0878,0.0,2.83836,0.0,-0.0,-0.0,17.24113440513611,17.145126342773438,0.0,1.00025
1,0.0,0.0,0.0,83.61201119422913,20,17.0878,0.0,2.83836,0.0,-0.0,-0.0,15.967610359191895,15.774396181106567,0.0,1.00025
1,0.0,0.0,0.0,100.31696724891663,20,17.0878,0.0,2.83836,0.0,-0.0,-0.0,16.677278995513916,16.400758743286133,0.0,1.00025
1,0.0,0.0,0.0,116.9784345626831,20,17.0878,0.0,2.83836,0.0,-0.0,-0.0,16.64771819114685,16.427852630615234,0.0,1.00025
