AverageReturn,MeanKL,StdReturn,MaxReturn,ExplainedVariance,Perplexity,MinReturn,LossBefore,TotalExecTime,Time,Entropy,AveragePolicyStd,ItrTime,LossAfter,NumTrajs,MaxKL
0.0,0.0,0.0,0.0,1,13.0899,0.0,-0.0,6.225818157196045,6.309024810791016,2.57184,0.876188,6.309028625488281,-0.0,40,0.0
0.0,0.0,0.0,0.0,1,13.0899,0.0,-0.0,6.181983470916748,12.565189599990845,2.57184,0.876188,6.252843141555786,-0.0,40,0.0
0.0,0.0,0.0,0.0,1,13.0899,0.0,-0.0,5.680714130401611,18.28467559814453,2.57184,0.876188,5.714725971221924,-0.0,40,0.0
0.0,0.0,0.0,0.0,1,13.0899,0.0,-0.0,5.748314619064331,24.080769300460815,2.57184,0.876188,5.791368722915649,-0.0,40,0.0
0.0,0.0,0.0,0.0,1,13.0899,0.0,-0.0,5.170533180236816,29.312434911727905,2.57184,0.876188,5.223022222518921,-0.0,40,0.0
7.5,0.066544,46.837484988,300.0,0.020657623637,13.0899,0.0,0.0521263,5.618878364562988,34.9760320186615,2.57184,0.876188,5.659736633300781,0.0221902,40,1.76714
5.0,0.0284859,31.224989992,200.0,0.0252778847969,13.4355,0.0,0.0303203,6.145708799362183,41.162413120269775,2.5979,0.887922,6.17880916595459,0.0149419,40,2.7832
