StdReturn,MaxReturn,TotalExecTime,MaxKL,Perplexity,MeanKL,AveragePolicyStd,Time,NumTrajs,Entropy,AverageReturn,LossBefore,MinReturn,ExplainedVariance,LossAfter,ItrTime
186.815416923,600.0,8.892658233642578,21392.5,17.1021,184.22,1.00066,8.980846881866455,20,2.8392,90.0,0.0208459,0.0,0.468440777868,24.2465,8.980853080749512
65.3834841531,300.0,8.873192071914673,1.0802,17.4623,0.0112006,1.01116,17.942720890045166,20,2.86005,15.0,-0.00252477,0.0,0.133440565449,-0.00380058,8.95754075050354
43.5889894354,200.0,8.849129676818848,1.0227,17.4403,0.00808182,1.01051,26.84973430633545,20,2.85878,10.0,-0.0168591,0.0,0.307706681187,-0.0207628,8.902318716049194
87.1779788708,400.0,8.790002584457397,0.0212534,17.2939,0.00115485,1.00626,35.71815013885498,20,2.85035,20.0,0.0082844,0.0,0.250324323849,0.00606594,8.850788831710815
152.561463024,700.0,9.023314714431763,30.424,17.3657,0.577111,1.00835,44.795379877090454,20,2.8545,35.0,-0.0244582,0.0,0.049625234694,-0.0331873,9.068190336227417
43.5889894354,200.0,8.765600681304932,0.0094156,17.1546,0.000138272,1.0022,53.61898231506348,20,2.84227,10.0,0.0185383,0.0,0.0402674208078,0.0177777,8.81496000289917
130.766968306,600.0,8.862845182418823,13.4517,17.3144,0.13124,1.00686,62.54118084907532,20,2.85154,30.0,-0.00504792,0.0,0.0557192955263,-0.036715,8.909987926483154
