LossBefore,MaxReturn,Perplexity,MeanKL,AveragePolicyStd,ItrTime,AverageReturn,StdReturn,MaxKL,NumTrajs,MinReturn,LossAfter,Time,Entropy,TotalExecTime,ExplainedVariance
-0.0,0.0,14.1457,0.0,0.917354,11.613563299179077,0.0,0.0,0.0,20,0.0,-0.0,11.613557577133179,2.64941,11.524294137954712,1
-0.0,0.0,14.1457,0.0,0.917354,11.655481815338135,0.0,0.0,0.0,20,0.0,-0.0,23.272899866104126,2.64941,11.527753829956055,1
0.0191883,300.0,14.1457,0.0142077,0.917354,11.611313104629517,15.0,65.3834841531,0.266254,20,0.0,0.00800692,34.88868021965027,2.64941,11.538375616073608,0.0332943244882
-0.0131413,900.0,14.2821,0.011998,0.921971,11.646530389785767,75.0,204.633819297,0.254839,20,0.0,-0.0216463,46.5530219078064,2.65901,11.521485090255737,0.0803814874914
-0.00213495,1000.0,14.1886,0.00557698,0.918682,11.548042058944702,105.0,263.581107062,0.0739109,20,0.0,-0.00698982,58.10519814491272,2.65244,11.427873849868774,0.103513573929
0.00509775,2100.0,14.1735,0.0181697,0.918327,11.710679292678833,205.0,511.346262331,0.228673,20,0.0,-0.00505382,69.81967353820801,2.65137,11.656040668487549,0.130411687285
0.00344862,1900.0,14.2096,0.0273103,0.919207,11.733136177062988,470.0,591.692487699,0.211003,20,0.0,-0.00771059,81.58256936073303,2.65392,11.650025844573975,0.306747663455
