LossAfter,Perplexity,ExplainedVariance,StdReturn,Entropy,ItrTime,MaxReturn,AveragePolicyStd,Time,AverageReturn,NumTrajs,MeanKL,MinReturn,MaxKL,TotalExecTime,LossBefore
-0.0265993,15.2117,0.847174759706,112.249721603,2.72206,5.378682374954224,500.0,0.947542,5.378676891326904,320.0,20,0.071757,0.0,1.54995,5.2921833992004395,-0.00441166
-0.0269703,15.1447,0.918461762365,49.7493718553,2.71765,5.297688722610474,300.0,0.945985,10.681427001953125,255.0,20,0.153978,200.0,4.80829,5.226025104522705,0.0157171
-0.0163663,15.2642,0.930237037854,58.9491306128,2.72551,5.90800666809082,500.0,0.949374,16.598238468170166,405.0,20,0.0339641,300.0,0.533489,5.875450611114502,-0.00107838
0.00129336,15.256,0.932824883251,47.6969600708,2.72497,5.641634464263916,400.0,0.949068,22.246355533599854,335.0,20,0.0114286,300.0,0.265602,5.598027467727661,0.00742372
-0.0223027,15.3127,0.93255591301,50.9901951359,2.72868,5.766934156417847,500.0,0.950466,28.020623922348022,380.0,20,0.0361496,300.0,0.863206,5.726582288742065,-0.0129898
-0.0229751,15.2136,0.928256071096,64.0312423743,2.72219,5.742592811584473,600.0,0.947468,33.76746368408203,470.0,20,0.0130061,400.0,0.0962771,5.711298942565918,-0.011866
-0.0293282,15.1236,0.942726322585,43.5889894354,2.71625,5.714626312255859,600.0,0.945367,39.48615574836731,490.0,20,0.0149485,400.0,0.1969,5.682974815368652,-0.0206066
