LossAfter,NumTrajs,AveragePolicyStd,MaxReturn,MeanKL,AverageReturn,ExplainedVariance,TotalExecTime,MinReturn,ItrTime,Time,Perplexity,MaxKL,LossBefore,Entropy,StdReturn
-0.0,20,0.870797,0.0,0.0,0.0,1,17.64771318435669,0.0,17.74385356903076,17.743847370147705,12.9461,0.0,-0.0,2.5608,0.0
-0.0,20,0.870797,0.0,0.0,0.0,1,17.468594074249268,0.0,17.544032335281372,35.29163146018982,12.9461,0.0,-0.0,2.5608,0.0
-0.0,20,0.870797,0.0,0.0,0.0,1,17.5024197101593,0.0,17.59978461265564,52.90374231338501,12.9461,0.0,-0.0,2.5608,0.0
-0.0,20,0.870797,0.0,0.0,0.0,1,17.556413650512695,0.0,17.61100721359253,70.51874113082886,12.9461,0.0,-0.0,2.5608,0.0
-0.0,20,0.870797,0.0,0.0,0.0,1,17.649057388305664,0.0,17.742517948150635,88.27096772193909,12.9461,0.0,-0.0,2.5608,0.0
-0.0,20,0.870797,0.0,0.0,0.0,1,17.51541519165039,0.0,17.604788303375244,105.87920355796814,12.9461,0.0,-0.0,2.5608,0.0
-0.0,20,0.870797,0.0,0.0,0.0,1,17.276045560836792,0.0,17.33191728591919,123.22229075431824,12.9461,0.0,-0.0,2.5608,0.0
