MeanKL,StdReturn,ItrTime,Entropy,MaxKL,ExplainedVariance,TotalExecTime,MaxReturn,LossBefore,AveragePolicyStd,Time,LossAfter,Perplexity,AverageReturn,MinReturn,NumTrajs
0.0,0.0,20.01170587539673,2.7481,0.0,1,19.903381824493408,0.0,-0.0,0.956152,20.011699676513672,-0.0,15.613,0.0,0.0,20
0.00369209,108.972473589,19.74200749397278,2.7481,0.0491329,0.103258154424,19.554635763168335,500.0,0.0126437,0.956152,39.759095668792725,0.010835,15.613,25.0,0.0,20
0.00215061,156.444878472,21.652103662490845,2.75443,0.0137532,0.0613172191859,21.56503415107727,700.0,0.0157014,0.959178,61.41632580757141,0.0140662,15.712,45.0,0.0,20
0.00742451,21.7944947177,22.165683031082153,2.76228,0.0628904,0.0773475971629,21.99502658843994,100.0,-0.00869828,0.962933,83.599924325943,-0.0116935,15.8358,5.0,0.0,20
0.0408739,249.949994999,21.92677617073059,2.75793,0.252973,0.174479348535,21.870201349258423,700.0,0.00406359,0.960828,105.5366702079773,-0.00869382,15.7671,105.0,0.0,20
0.150165,1847.86363133,22.906805276870728,2.75996,1.12205,0.573850035929,22.823845863342285,6000.0,0.00741427,0.961807,128.4535255432129,-0.0459946,15.7992,1120.0,0.0,20
0.0532151,6191.37303027,24.47831654548645,2.76367,0.968071,0.764641463859,24.397536516189575,23200.0,0.00210249,0.963576,152.9536473751068,-0.0331549,15.8579,2470.0,0.0,20
