StdReturn,ExplainedVariance,LossBefore,MinReturn,ItrTime,MeanKL,NumTrajs,Perplexity,Time,AverageReturn,TotalExecTime,LossAfter,Entropy,AveragePolicyStd,MaxReturn,MaxKL
0.0,1,-0.0,0.0,17.68517541885376,0.0,20,17.1021,17.685168743133545,0.0,17.413268089294434,-0.0,2.8392,1.00066,0.0,0.0
21.7944947177,0.158130941377,0.017003,0.0,17.6779146194458,95.0883,20,17.1021,35.37930774688721,5.0,17.469297647476196,16.9052,2.8392,1.00066,100.0,4933.66
0.0,1,-0.0,0.0,17.010917901992798,0.0,20,17.2481,52.398818254470825,0.0,16.863993167877197,-0.0,2.8477,1.00493,0.0,0.0
0.0,1,-0.0,0.0,16.767199277877808,0.0,20,17.2481,69.20629787445068,0.0,16.596831798553467,-0.0,2.8477,1.00493,0.0,0.0
0.0,1,-0.0,0.0,15.247461557388306,0.0,20,17.2481,84.47242307662964,0.0,15.204476594924927,-0.0,2.8477,1.00493,0.0,0.0
0.0,1,-0.0,0.0,16.63842749595642,0.0,20,17.2481,101.13412070274353,0.0,16.515169858932495,-0.0,2.8477,1.00493,0.0,0.0
0.0,1,-0.0,0.0,16.703656911849976,0.0,20,17.2481,117.87063312530518,0.0,16.48731231689453,-0.0,2.8477,1.00493,0.0,0.0
