Entropy,Time,TotalExecTime,StdReturn,LossBefore,Perplexity,ExplainedVariance,MinReturn,AverageReturn,ItrTime,MaxKL,MaxReturn,NumTrajs,MeanKL,AveragePolicyStd,LossAfter
2.56857,11.397053718566895,11.302049398422241,285.438259524,0.000454634,13.0471,0.31912497003,0.0,255.0,11.397058963775635,1.10539,900.0,20,0.176373,0.87453,-0.0334763
2.56902,23.62887930870056,12.172757625579834,149.916643506,0.0031958,13.0531,0.90649280134,400.0,895.0,12.227217197418213,0.0752056,1000.0,20,0.00940149,0.874472,-0.00663439
2.57062,36.143529653549194,12.469337224960327,73.4846922835,-0.00294166,13.0739,0.928315905339,800.0,940.0,12.509220123291016,0.0918138,1100.0,20,0.00549404,0.875104,-0.0117461
2.56915,48.599353551864624,12.341596841812134,129.903810568,-0.0214931,13.0547,0.911704681939,500.0,925.0,12.443583965301514,0.0730556,1100.0,20,0.00452367,0.874407,-0.0255644
2.5584,60.48690414428711,11.810621976852417,160.857079421,0.0288789,12.9152,0.891991136617,300.0,875.0,11.882164716720581,0.190271,1000.0,20,0.00934173,0.86969,0.015525
2.57284,72.34951305389404,11.708468437194824,60.0,0.0157607,13.103,0.925450458059,800.0,920.0,11.853495597839355,0.0678155,1000.0,20,0.00893245,0.876006,0.00832281
2.58072,84.0107250213623,11.501015186309814,121.963109177,-0.0173047,13.2067,0.910064894617,600.0,875.0,11.654291868209839,0.106132,1100.0,20,0.0181786,0.879554,-0.0258881
