AverageReturn,LossAfter,MeanKL,MinReturn,MaxReturn,TotalExecTime,Perplexity,NumTrajs,LossBefore,MaxKL,ExplainedVariance,ItrTime,Entropy,AveragePolicyStd,StdReturn,Time
110.0,-0.0412965,0.288266,0.0,300.0,12.140638828277588,14.777,20,0.00663763,2.20482,0.270781695758,12.270769119262695,2.69307,0.930467,117.898261226,12.270763874053955
1190.0,-0.00487462,0.0777749,300.0,3000.0,11.131502151489258,14.8754,20,0.0212706,0.428223,0.0857143152669,11.293537139892578,2.69971,0.933708,1014.83988885,23.56913709640503
10440.0,-0.0505938,0.177237,5600.0,16500.0,10.986793041229248,15.0345,20,0.00472745,2.20618,0.472112312173,11.077292680740356,2.71035,0.939025,2885.89674105,34.650954246520996
18955.0,-0.0570825,0.122288,13700.0,21700.0,11.594724655151367,15.0701,20,-0.0193613,0.43377,0.854945997984,11.680190801620483,2.71271,0.940283,2019.2758603,46.34960317611694
17655.0,-0.0458475,0.146858,8900.0,21900.0,11.388474702835083,14.9249,20,0.00487709,0.676278,0.683630890278,11.45708179473877,2.70303,0.935852,3503.92280166,57.81019687652588
16950.0,-0.0750307,0.179009,10400.0,22400.0,11.588979959487915,14.9613,20,-0.0226693,0.67494,0.719681053052,11.740546703338623,2.70547,0.936947,2760.88753846,69.55932998657227
17685.0,-0.0690142,0.229908,13200.0,20800.0,10.461699962615967,14.7927,20,-0.00098707,1.28823,0.822448621185,10.58953070640564,2.69413,0.931509,2162.00716928,80.15554594993591
