MaxReturn,MaxKL,NumTrajs,MinReturn,Time,Entropy,Perplexity,LossAfter,ExplainedVariance,ItrTime,StdReturn,TotalExecTime,AveragePolicyStd,LossBefore,MeanKL,AverageReturn
2400.0,54.4408,40,0.0,5.426652908325195,2.79458,16.3558,-0.160818,0.331292935452,5.42665696144104,615.142259969,5.357331037521362,0.982009,0.0323834,1.52085,960.0
6900.0,1.04694,40,0.0,12.106590032577515,2.82697,16.8941,-0.0387835,0.707219797087,6.674216270446777,2828.33763013,6.6219871044158936,0.998277,-0.0071563,0.0538732,3372.5
7300.0,4.96113,40,0.0,18.03075885772705,2.82339,16.8338,-0.0567681,0.685851257973,5.920816898345947,2254.88220313,5.861092567443848,0.995864,-0.0259598,0.0745753,4227.5
7300.0,12.7053,40,0.0,23.125314712524414,2.81041,16.6167,-0.0421811,0.740384814487,5.090826749801636,2131.12499633,4.991260766983032,0.99011,-0.00796765,0.0938316,4892.5
7300.0,10.9282,40,200.0,28.29838228225708,2.80642,16.5506,-0.0472478,0.722302728452,5.168195486068726,2078.03843805,5.127289056777954,0.987634,-0.0210412,0.0903138,5222.5
7600.0,36.4568,40,500.0,33.268752098083496,2.7959,16.3774,-0.0975695,0.730396970116,4.9677159786224365,2242.25193723,4.91131591796875,0.982561,-0.0633416,0.10553,5392.5
8100.0,5.21449,40,0.0,38.18128228187561,2.76423,15.8669,-0.012861,0.706114957341,4.903453350067139,3122.25779685,4.854889631271362,0.967335,0.010179,0.0459687,5072.5
