MeanKL,AveragePolicyStd,LossBefore,AverageReturn,LossAfter,TotalExecTime,Entropy,Perplexity,ExplainedVariance,ItrTime,StdReturn,NumTrajs,MaxReturn,MaxKL,MinReturn,Time
0.163773,0.929406,-0.00945709,5025.0,-0.0483993,6.2098119258880615,2.68973,14.7277,0.215535065476,6.317682266235352,2740.77999847,20,11200.0,0.310486,900.0,6.317680835723877
0.0454916,0.925222,-0.00636252,10850.0,-0.0259097,6.153258323669434,2.68027,14.5891,0.457306732212,6.210840702056885,3795.45781165,20,18400.0,0.0838421,2600.0,12.532384157180786
0.0183135,0.92389,-0.0284249,12285.0,-0.0382996,10.384716033935547,2.67709,14.5427,0.470290344761,10.45711898803711,4318.36485258,20,17700.0,0.0455764,2000.0,22.99892807006836
0.0136282,0.917498,-0.0329731,14495.0,-0.040877,6.373704671859741,2.66288,14.3375,0.697058869539,6.4461541175842285,2769.74276784,20,18500.0,0.0329562,8400.0,29.453569173812866
0.0295913,0.909908,0.0114447,15320.0,-0.000664143,6.575801134109497,2.64639,14.1031,0.775480447695,6.680009126663208,2097.04554075,20,18600.0,0.0772171,10800.0,36.139832735061646
0.0702864,0.912367,-0.0437171,13920.0,-0.0703522,6.151111602783203,2.65211,14.184,0.619257069351,6.203742265701294,3524.9964539,20,19900.0,0.134665,6500.0,42.34632849693298
0.0719508,0.902248,-0.0391459,10820.0,-0.0670716,6.561869382858276,2.63026,13.8773,0.547754725621,6.615903377532959,3172.00252207,20,15300.0,0.16516,3800.0,48.968507289886475
