AverageReturn,TotalExecTime,Entropy,StdReturn,Perplexity,LossBefore,ItrTime,Time,MinReturn,MaxReturn,MeanKL,LossAfter,ExplainedVariance,NumTrajs,MaxKL,AveragePolicyStd
100.0,18.489803791046143,2.8392,221.359436212,17.1021,-0.00295855,18.828317642211914,18.828310012817383,0.0,800.0,204.586,51.3807,0.400698803438,20,23866.7,1.00066
