LossBefore,Perplexity,NumTrajs,MinReturn,StdReturn,ExplainedVariance,Entropy,MeanKL,ItrTime,MaxReturn,AverageReturn,AveragePolicyStd,Time,MaxKL,LossAfter,TotalExecTime
0.0475849,14.1457,20,0.0,135.922772191,0.50452087706,2.64941,0.0739294,11.742050647735596,400.0,155.0,0.917354,11.74204397201538,1.3672,0.0201487,11.543715000152588
0.0050222,14.8351,20,0.0,120.312094155,0.792313398584,2.697,0.0155426,11.965158700942993,500.0,295.0,0.938869,23.713515758514404,0.145344,-0.00540695,11.911224603652954
0.0053248,14.8724,20,0.0,200.686322404,0.738285251387,2.69951,0.0227347,11.369019269943237,900.0,415.0,0.939772,35.08768701553345,0.176603,-0.00646751,11.31252908706665
0.00139496,14.9121,20,300.0,151.657508881,0.836362150714,2.70217,0.0718291,11.201069116592407,800.0,500.0,0.940894,46.31426167488098,0.653577,-0.0252472,11.11659288406372
0.0191716,14.9225,20,600.0,939.401405151,0.400209888933,2.70287,0.106884,11.470993757247925,3900.0,1745.0,0.940698,57.79432821273804,0.497652,-0.0138383,11.426877975463867
0.0185383,15.0662,20,4500.0,3258.29326489,0.371062447911,2.71246,0.137197,11.602166414260864,17600.0,9395.0,0.945954,69.41180610656738,0.293515,-0.0322041,11.567256927490234
-0.00814243,15.2065,20,17100.0,1051.89115406,0.965842473184,2.72172,0.0436065,11.57181715965271,21700.0,20555.0,0.949822,80.99027943611145,0.308014,-0.0202411,11.474888324737549
