Entropy,LossAfter,MaxKL,LossBefore,ItrTime,MinReturn,NumTrajs,MeanKL,Perplexity,MaxReturn,AveragePolicyStd,AverageReturn,ExplainedVariance,Time,StdReturn,TotalExecTime
3.08155,-0.00759688,4.41384,-0.0014339,13.224704027175903,0.0,20,0.0212689,21.7921,8200.0,1.12957,1910.0,0.394305665165,13.224697351455688,2786.01866469,13.151423931121826
3.08011,0.0069435,1.78392,0.0108392,14.120601654052734,0.0,20,0.013529,21.7609,4000.0,1.12879,510.0,0.316435230984,27.349457502365112,1160.56020955,14.02904748916626
3.08553,-0.00598349,1.79293,-0.0066147,14.116314172744751,0.0,20,0.0144805,21.8791,5500.0,1.13183,1235.0,0.45426461497,41.471474409103394,1883.68654505,14.031499862670898
3.08223,-0.00730259,2.31272,-0.00230483,14.002374649047852,0.0,20,0.00977357,21.8069,19900.0,1.12996,2955.0,0.430704739265,55.479849338531494,5295.89227609,13.957978963851929
3.08107,-0.010157,0.372533,-0.0066949,13.783610343933105,0.0,20,0.0036015,21.7818,6900.0,1.1293,750.0,0.354674628917,69.2678599357605,1743.70295635,13.737283706665039
3.07773,-0.00287407,0.262206,0.00139944,12.906952381134033,0.0,20,0.00377223,21.709,16700.0,1.12741,1100.0,0.412597814247,82.1801106929779,3694.1846191,12.83241891860962
3.07843,0.00193929,0.17126,0.00529571,12.372411251068115,0.0,20,0.00280015,21.7242,8800.0,1.12781,840.0,0.512750181294,94.56200218200684,1985.79958707,12.337406396865845
