LossAfter,AveragePolicyStd,TotalExecTime,LossBefore,MinReturn,MaxKL,MeanKL,StdReturn,Time,Perplexity,NumTrajs,ExplainedVariance,ItrTime,AverageReturn,MaxReturn,Entropy
-0.0523116,0.930467,11.877933979034424,-0.00213786,0.0,4.12249,0.283267,78.1024967591,12.027287244796753,14.777,20,0.161470501379,12.027291536331177,30.0,300.0,2.69307
-0.0269129,0.929627,11.919063568115234,-0.00662867,200.0,0.671261,0.0324136,215.116247643,24.130082368850708,14.7455,20,0.486007705822,12.099177598953247,285.0,1200.0,2.69094
-0.0210448,0.927906,11.794734001159668,-0.0143006,0.0,0.14816,0.0134747,561.159513864,35.997727155685425,14.6967,20,0.25651691873,11.86432433128357,510.0,2000.0,2.68762
-0.0118245,0.924537,11.640954494476318,-0.00725883,200.0,0.142471,0.00362615,987.661379219,47.713364124298096,14.592,20,0.237475153119,11.695462703704834,855.0,2900.0,2.68047
-0.0243134,0.922849,11.299619436264038,-0.0048972,200.0,0.550814,0.053865,902.482686815,59.14311218261719,14.5391,20,0.338939534563,11.411759376525879,1045.0,3100.0,2.67684
0.00806771,0.921731,11.663711071014404,0.0189804,400.0,0.478138,0.0316953,729.297607291,70.8993821144104,14.5035,20,0.664498682629,11.747953176498413,2125.0,3500.0,2.67439
-0.0065234,0.926279,11.67933440208435,0.00682748,200.0,0.433548,0.0351124,1334.64414733,82.63377165794373,14.6418,20,0.297666760515,11.727866411209106,1665.0,5900.0,2.68388
