LossAfter,MinReturn,MaxKL,MaxReturn,Entropy,Time,AverageReturn,NumTrajs,TotalExecTime,LossBefore,Perplexity,ItrTime,AveragePolicyStd,ExplainedVariance,MeanKL,StdReturn
-0.394192,1500.0,9.23679,5000.0,1.73658,6.116299629211426,3300.0,40,6.012706995010376,0.00676142,5.67789,6.1163012981414795,0.58088,0.668333535773,3.69672,772.657750883
-0.0889379,1000.0,1.06892,4500.0,1.74334,12.480268239974976,2910.0,40,6.2439680099487305,0.020947,5.71641,6.359853029251099,0.582805,0.602470310024,0.459371,718.609768929
-0.0805476,5500.0,0.404794,8000.0,1.75381,18.75751519203186,7130.0,40,6.2053611278533936,-0.0496876,5.7766,6.272303104400635,0.586516,0.96651153227,0.105707,501.597448159
-0.0911305,6900.0,0.572051,8000.0,1.72897,24.911704778671265,7522.5,40,6.056335210800171,-0.0500547,5.63485,6.13382887840271,0.578845,0.987796619891,0.199429,288.519929988
-0.0494585,6300.0,0.0937208,8000.0,1.70394,31.591407537460327,7497.5,40,6.616204023361206,-0.0312618,5.49557,6.673821210861206,0.571919,0.987035006559,0.0231498,366.392890215
-0.0904685,7100.0,1.01291,8200.0,1.68831,38.30974817276001,7665.0,40,6.640077352523804,-0.035838,5.41034,6.712222576141357,0.567084,0.99300862958,0.191767,272.534401498
-0.0534254,7200.0,0.167226,8200.0,1.67039,44.49649667739868,7767.5,40,6.054143667221069,-0.0402355,5.31426,6.1780829429626465,0.562197,0.991384111026,0.0245645,296.97432549
