AveragePolicyStd,ItrTime,NumTrajs,StdReturn,Perplexity,ExplainedVariance,MaxKL,LossAfter,AverageReturn,LossBefore,MinReturn,MeanKL,Entropy,Time,TotalExecTime,MaxReturn
0.82843,3.882415294647217,40,0.0,11.4353,1,0.0,-0.0,0.0,-0.0,0.0,0.0,2.4367,3.8824117183685303,3.830707311630249,0.0
0.82843,4.647301912307739,40,93.674969976,11.4353,0.418306292741,0.25046,-0.0023438,15.0,0.011408,0.0,0.015738,2.4367,8.532675504684448,4.592502593994141,600.0
0.830065,4.125468730926514,40,176.068168617,11.5007,0.571572148055,0.583965,-0.0383411,50.0,-0.000141356,0.0,0.0663533,2.44241,12.664093255996704,4.039486885070801,700.0
0.829884,3.4119222164154053,40,1703.92011256,11.4999,0.626589670061,2.08651,-0.125631,1962.5,-0.0178092,0.0,0.390243,2.44234,16.079465627670288,3.3611350059509277,5000.0
0.826869,3.4785284996032715,40,710.171634184,11.3979,0.904755340237,0.757734,-0.0796889,6237.5,-0.0136534,4500.0,0.522163,2.43343,19.58909320831299,3.452202081680298,7600.0
0.82389,3.5216944217681885,40,936.853110151,11.3204,0.193168076677,2.80751,-0.213516,1207.5,-2.18228e-05,0.0,1.85339,2.42661,23.118736267089844,3.4793355464935303,4300.0
0.822985,4.4869794845581055,40,363.653337672,11.3203,0.215829586278,1.70778,-0.117559,497.5,0.0367119,0.0,1.14131,2.42659,27.615978002548218,4.452616930007935,1400.0
