MeanKL,AveragePolicyStd,MinReturn,LossBefore,Entropy,LossAfter,TotalExecTime,Time,ItrTime,ExplainedVariance,Perplexity,MaxKL,NumTrajs,AverageReturn,StdReturn,MaxReturn
0.0372651,0.935103,0.0,0.00386905,2.7007,-0.00765277,8.765308380126953,8.838650226593018,8.83865237236023,0.0485610594723,14.8902,0.145077,20,90.0,266.270539114,1100.0
0.0301057,0.936849,0.0,0.00915666,2.70457,-0.00286015,8.735461711883545,17.661468029022217,8.819580793380737,0.0629981232149,14.9479,0.0982839,20,300.0,512.835256198,2000.0
0.128935,0.93914,0.0,0.0161313,2.70915,-0.027671,8.684414148330688,26.40079379081726,8.730279445648193,0.155308987355,15.0165,0.439554,20,2540.0,1818.62585487,6600.0
0.0981697,0.943044,24100.0,-0.001563,2.71722,-0.0440616,8.282660961151123,34.73133563995361,8.316479921340942,0.747281902179,15.1381,0.268972,20,30465.0,3935.38752857,37500.0
0.0052675,0.942625,39800.0,0.00577997,2.71643,0.00296401,8.670360088348389,43.464836835861206,8.727599620819092,0.979820736695,15.1263,0.00901263,20,41405.0,753.972811181,42300.0
0.00586136,0.944074,40400.0,-0.0267656,2.71932,-0.0301667,8.45695185661316,51.9769401550293,8.50394892692566,0.989840158839,15.1701,0.165189,20,41745.0,509.386886364,42500.0
0.00904823,0.937697,41000.0,-0.00694189,2.70594,-0.0101512,8.346673965454102,60.3868088722229,8.39665937423706,0.991204622106,14.9684,0.0351749,20,41995.0,403.081877539,42600.0
