Perplexity,LossBefore,AverageReturn,MaxReturn,LossAfter,TotalExecTime,ItrTime,NumTrajs,MeanKL,ExplainedVariance,AveragePolicyStd,MaxKL,MinReturn,Entropy,Time,StdReturn
11.4353,-0.0,0.0,0.0,-0.0,4.313016653060913,4.385661602020264,40,0.0,1,0.82843,0.0,0.0,2.4367,4.385651111602783,0.0
11.4353,-0.0,0.0,0.0,-0.0,4.526750326156616,4.580742835998535,40,0.0,1,0.82843,0.0,0.0,2.4367,8.972978591918945,0.0
11.4353,-0.0,0.0,0.0,-0.0,3.4081523418426514,3.455331325531006,40,0.0,1,0.82843,0.0,0.0,2.4367,12.434004306793213,0.0
11.4353,-0.0,0.0,0.0,-0.0,3.8981378078460693,3.936891555786133,40,0.0,1,0.82843,0.0,0.0,2.4367,16.388638019561768,0.0
11.4353,-0.0,0.0,0.0,-0.0,5.146737813949585,5.1920037269592285,40,0.0,1,0.82843,0.0,0.0,2.4367,21.586156845092773,0.0
11.4353,-0.0,0.0,0.0,-0.0,3.855952501296997,3.890169382095337,40,0.0,1,0.82843,0.0,0.0,2.4367,25.486767768859863,0.0
11.4353,-0.0,0.0,0.0,-0.0,3.5721869468688965,3.600128412246704,40,0.0,1,0.82843,0.0,0.0,2.4367,29.09179377555847,0.0
