MeanKL,ExplainedVariance,AverageReturn,MinReturn,StdReturn,Entropy,Time,ItrTime,AveragePolicyStd,LossAfter,LossBefore,MaxKL,NumTrajs,Perplexity,TotalExecTime,MaxReturn
0.268627,0.279032584115,47.0,0.0,203.177262507,2.7552,83.72303080558777,83.7230372428894,0.959782,-0.0420712,0.00343611,1.14264,2000,15.7242,83.35472393035889,1900.0
0.176005,0.681118044982,1296.5,0.0,663.406172718,2.75864,167.21576929092407,83.48788547515869,0.961393,-0.0794636,-0.0318057,0.578539,2000,15.7784,83.19997644424438,2700.0
0.162946,0.855699682573,2002.9,0.0,477.065603455,2.74274,251.6290843486786,84.40944862365723,0.95374,-0.0855191,-0.0462469,0.559078,2000,15.5294,84.14119338989258,2900.0
0.119221,0.962516918511,2341.65,0.0,296.597837989,2.71961,336.0043001174927,84.36938285827637,0.942734,-0.0813366,-0.054244,0.379736,2000,15.1744,84.08751130104065,2900.0
0.0752347,0.982134391361,2489.95,800.0,222.315086083,2.69249,420.5273382663727,84.52033376693726,0.930023,-0.0644822,-0.046489,0.232895,2000,14.7684,84.27231311798096,2900.0
0.0459605,0.988839646653,2563.35,1500.0,175.475860163,2.66925,504.70049381256104,84.17038941383362,0.919245,-0.0558315,-0.0449955,0.138446,2000,14.4291,83.92041540145874,3000.0
0.0250676,0.990390853908,2601.9,800.0,163.940202513,2.64675,588.4112520217896,83.70848178863525,0.908943,-0.0387997,-0.0330374,0.0722635,2000,14.1081,83.46081638336182,3000.0
