MeanKL,AverageReturn,MaxKL,LossAfter,Time,ExplainedVariance,MaxReturn,NumTrajs,TotalExecTime,Perplexity,StdReturn,Entropy,LossBefore,AveragePolicyStd,ItrTime,MinReturn
0.0702353,1125.0,1.21494,-0.0331132,6.128152847290039,0.694738708925,1800.0,20,6.064835071563721,15.3903,590.656414508,2.73374,-0.00928016,0.949513,6.128155946731567,0.0
0.0237306,1390.0,0.776868,-0.0127787,12.083717823028564,0.771753944981,2100.0,20,5.816610336303711,15.2482,502.891638427,2.72446,-0.00116703,0.944999,5.951648473739624,0.0
0.0151778,1440.0,0.109952,0.011109,17.601500272750854,0.781141330504,2100.0,20,5.436931610107422,15.2393,532.353266168,2.72387,0.0176699,0.944829,5.513707160949707,0.0
0.041786,1345.0,0.575302,-0.00620794,22.99634623527527,0.761693960108,2100.0,20,5.340183973312378,15.3745,577.472943089,2.73271,0.0139641,0.949134,5.389530181884766,200.0
0.00672545,930.0,0.165317,0.00817768,28.712117195129395,0.575146306614,2700.0,20,5.661019802093506,15.4822,840.892383126,2.73969,0.0118528,0.95244,5.711169004440308,0.0
0.0527682,1420.0,0.40775,0.00614073,34.993733167648315,0.32872221914,8800.0,20,6.187925100326538,15.5742,1989.87436789,2.74562,0.0207368,0.955193,6.276686668395996,0.0
0.0517697,2645.0,0.315881,-0.021105,41.41832876205444,0.609599897364,9400.0,20,6.36620569229126,15.7366,2443.45554492,2.75599,0.00144258,0.960208,6.42070460319519,0.0
