ExplainedVariance,ItrTime,AveragePolicyStd,MeanKL,LossAfter,Time,StdReturn,TotalExecTime,MaxReturn,Entropy,LossBefore,AverageReturn,MaxKL,MinReturn,Perplexity,NumTrajs
0.436868079435,10.852716207504272,1.00326,0.816959,-0.0856583,10.852709531784058,7114.34290711,10.778884887695312,26800.0,2.84233,-0.00268948,9975.0,3.0414,0.0,17.1557,20
1,10.868071556091309,1.00209,0.0,-0.0,21.724860191345215,0.0,10.794097661972046,0.0,2.83964,-0.0,0.0,0.0,0.0,17.1096,20
1,10.660733699798584,1.00209,0.0,-0.0,32.40485715866089,0.0,10.603201627731323,0.0,2.83964,-0.0,0.0,0.0,0.0,17.1096,20
1,10.616047143936157,1.00209,0.0,-0.0,43.024941205978394,0.0,10.562402248382568,0.0,2.83964,-0.0,0.0,0.0,0.0,17.1096,20
1,10.742441892623901,1.00209,0.0,-0.0,53.77387714385986,0.0,10.695503950119019,0.0,2.83964,-0.0,0.0,0.0,0.0,17.1096,20
1,10.674920082092285,1.00209,0.0,-0.0,64.45271253585815,0.0,10.618539094924927,0.0,2.83964,-0.0,0.0,0.0,0.0,17.1096,20
1,10.649310111999512,1.00209,0.0,-0.0,75.10569024085999,0.0,10.595073938369751,0.0,2.83964,-0.0,0.0,0.0,0.0,17.1096,20
