Time,LossAfter,MaxReturn,NumTrajs,ExplainedVariance,ItrTime,Entropy,AverageReturn,AveragePolicyStd,StdReturn,LossBefore,MaxKL,TotalExecTime,MinReturn,Perplexity,MeanKL
16.98378849029541,-0.0,0.0,20,1,16.9837965965271,2.849,0.0,1.00568,0.0,-0.0,0.0,16.688628911972046,0.0,17.2706,0.0
33.37534523010254,-0.0,0.0,20,1,16.37846803665161,2.849,0.0,1.00568,0.0,-0.0,0.0,16.151394367218018,0.0,17.2706,0.0
49.60536050796509,-0.0158066,300.0,20,0.129318349629,16.227093935012817,2.849,30.0,1.00568,78.1024967591,-0.00181022,23.1145,16.066896200180054,0.0,17.2706,0.22269
63.76464056968689,0.0690536,200.0,20,0.0516175487769,14.104945421218872,2.8481,15.0,1.00526,47.6969600708,0.0138314,49.8843,13.93882155418396,0.0,17.2549,0.428171
80.57435417175293,0.0130337,200.0,20,0.0375039687508,16.790977716445923,2.85501,10.0,1.00874,43.5889894354,0.00311811,42.831,16.65544056892395,0.0,17.3747,1.13184
96.44549202919006,-0.498651,300.0,20,0.108998374218,15.838026523590088,2.85657,25.0,1.00953,76.6485485838,-0.0129707,299.957,15.704803228378296,0.0,17.4018,2.28496
113.43615984916687,0.0106044,500.0,20,0.165951399019,16.93537974357605,2.85009,60.0,1.00632,152.970585408,0.0115775,0.00318765,16.78437304496765,0.0,17.2893,0.000285283
