Entropy,ExplainedVariance,NumTrajs,MaxKL,Perplexity,Time,LossBefore,StdReturn,AveragePolicyStd,LossAfter,AverageReturn,MaxReturn,MinReturn,ItrTime,TotalExecTime,MeanKL
2.69307,1,20,0.0,14.777,12.270249366760254,-0.0,0.0,0.930467,-0.0,0.0,0.0,0.0,12.270256280899048,12.15318775177002,0.0
2.69307,0.0721280663649,20,0.449099,14.777,24.06963276863098,-0.0117123,21.7944947177,0.930467,-0.0334706,5.0,100.0,0.0,11.794223546981812,11.626482486724854,0.0504002
2.68722,0.462703145911,20,1.2408,14.6907,36.099515199661255,0.00602918,139.55285737,0.927839,-0.0510611,145.0,400.0,0.0,12.025219678878784,11.873494625091553,0.183117
2.69023,0.842888176966,20,0.330624,14.7351,48.37074136734009,-0.00914256,152.561463024,0.929216,-0.0228321,535.0,900.0,300.0,12.267416954040527,12.153786897659302,0.0314576
2.68566,0.838520072071,20,0.181647,14.6679,60.12054991722107,-0.0241748,226.439837484,0.927279,-0.0343502,785.0,1400.0,200.0,11.736124753952026,11.6671462059021,0.0306504
2.67357,0.632496198063,20,0.304381,14.4917,71.7267050743103,-0.00060302,543.392123609,0.921686,-0.0235844,1165.0,2600.0,300.0,11.588661670684814,11.532320499420166,0.0766062
2.67327,0.429636804968,20,0.944512,14.4873,83.6919150352478,-0.000631228,2889.18673678,0.921651,-0.0542412,7760.0,12500.0,3300.0,11.939663648605347,11.819788932800293,0.194599
