LossBefore,Entropy,Time,MaxReturn,ExplainedVariance,StdReturn,AveragePolicyStd,MaxKL,AverageReturn,NumTrajs,ItrTime,MinReturn,LossAfter,TotalExecTime,Perplexity,MeanKL
-0.00172918,3.08155,18.014063835144043,2700.0,0.388831849714,751.980717838,1.12957,0.905647,645.0,20,18.014067888259888,0.0,-0.00498744,17.904547929763794,21.7921,0.00491265
0.00966651,3.07982,37.32314491271973,1400.0,0.17474595016,369.154439226,1.12859,0.134034,265.0,20,19.302285194396973,0.0,0.00723841,19.13146710395813,21.7545,0.00316812
0.00783123,3.08465,54.84935784339905,1600.0,0.333463341128,479.035489291,1.13133,0.0572585,345.0,20,17.517318964004517,0.0,0.00583836,17.296825408935547,21.8599,0.00213425
-0.0186488,3.08857,72.45487809181213,1400.0,0.305490547529,348.532638357,1.13355,0.126369,205.0,20,17.596596002578735,0.0,-0.0212771,17.492428302764893,21.9456,0.00269976
-0.00124406,3.07924,95.73012971878052,1500.0,0.26701344627,416.263137931,1.12828,0.45898,215.0,20,23.268146276474,0.0,-0.00381398,23.17078471183777,21.7419,0.00164193
0.00771555,3.07862,115.46011781692505,1600.0,0.236813949281,472.096388463,1.12792,0.165704,475.0,20,19.721340894699097,0.0,0.00408448,19.646252393722534,21.7284,0.00760008
0.00283426,3.08248,134.83126735687256,1500.0,0.315182569372,458.911756223,1.13009,9.56152,320.0,20,19.36617159843445,0.0,0.000317264,19.28878402709961,21.8124,0.0108335
