ExplainedVariance,ItrTime,AverageReturn,MeanKL,MaxKL,TotalExecTime,LossBefore,AveragePolicyStd,LossAfter,Time,MinReturn,StdReturn,Perplexity,Entropy,MaxReturn,NumTrajs
0.244953230216,14.894627094268799,5.0,3.58868,420.098,14.775104999542236,0.00133071,1.00066,0.0896944,14.894624710083008,0.0,21.7944947177,17.1021,2.8392,100.0,20
1,17.173375844955444,0.0,0.0,0.0,16.89261531829834,-0.0,1.00133,-0.0,32.07460069656372,0.0,0.0,17.1249,2.84053,0.0,20
1,18.123201370239258,0.0,0.0,0.0,17.869410037994385,-0.0,1.00133,-0.0,50.202688217163086,0.0,0.0,17.1249,2.84053,0.0,20
1,17.420141458511353,0.0,0.0,0.0,17.247583150863647,-0.0,1.00133,-0.0,67.64922451972961,0.0,0.0,17.1249,2.84053,0.0,20
0.203348215394,16.587132215499878,75.0,0.0030147,0.391472,16.31823468208313,0.0179134,1.00133,0.0163349,84.26213502883911,0.0,326.917420766,17.1249,2.84053,1500.0,20
0.0522287732846,16.687299251556396,15.0,0.0834877,11.3496,16.42498254776001,-0.00856707,1.00582,-0.00515042,100.95931649208069,0.0,65.3834841531,17.2789,2.84949,300.0,20
1,15.48881983757019,0.0,0.0,0.0,15.446404933929443,-0.0,1.00368,-0.0,116.47089576721191,0.0,0.0,17.2051,2.84521,0.0,20
