LossBefore,MinReturn,Perplexity,MaxReturn,MeanKL,AverageReturn,Entropy,ItrTime,TotalExecTime,ExplainedVariance,MaxKL,NumTrajs,AveragePolicyStd,LossAfter,Time,StdReturn
0.0115607,200.0,14.777,6200.0,0.699098,2505.0,2.69307,9.32027006149292,9.201874017715454,0.141009338105,4.32992,20,0.930467,-0.104703,9.32027006149292,1736.5123092
-0.00379045,14000.0,14.9488,22300.0,0.0931336,19405.0,2.70463,9.050693988800049,8.987871170043945,0.881008140171,0.354998,20,0.935713,-0.0381414,18.374875783920288,2054.37946836
-0.000988778,18600.0,14.9205,23000.0,0.0751872,21380.0,2.70274,8.935489892959595,8.895477771759033,0.953265136811,0.93916,20,0.934868,-0.0245826,27.31985330581665,1329.1350571
0.00474,17700.0,14.9132,22500.0,0.141163,20355.0,2.70224,9.149109125137329,9.09522294998169,0.930723735385,0.47006,20,0.934562,-0.0350476,36.475913524627686,1450.68087462
-0.0108583,16500.0,14.9486,22700.0,0.216324,19960.0,2.70461,9.790529251098633,9.734505891799927,0.890329387508,1.29235,20,0.935704,-0.0722533,46.274083375930786,1630.15336702
-0.00927091,13100.0,14.8676,21500.0,0.222492,17915.0,2.69918,9.947455406188965,9.889614582061768,0.776894107934,0.691735,20,0.933155,-0.0673482,56.22791147232056,2639.37019003
-0.000231341,16900.0,14.7989,22900.0,0.139549,20520.0,2.69455,10.060893535614014,10.00689172744751,0.922492436514,0.950221,20,0.930966,-0.0415122,66.30563068389893,2004.39517062
