LossAfter,TotalExecTime,MinReturn,AveragePolicyStd,Entropy,ExplainedVariance,AverageReturn,MaxKL,ItrTime,MeanKL,MaxReturn,NumTrajs,LossBefore,StdReturn,Perplexity,Time
-0.132201,12.291961669921875,0.0,0.92455,2.67957,0.825531437061,18350.0,8.72219,12.389867544174194,1.14321,31500.0,20,0.00356296,12599.5436425,14.5788,12.389862298965454
-0.134113,12.728076934814453,14800.0,0.926272,2.68313,0.421861905198,21580.0,6.70728,12.810073137283325,1.57254,33100.0,20,0.0011085,4817.32290801,14.6308,25.207240104675293
-0.0374656,12.407442569732666,32800.0,0.926748,2.68368,0.92555347262,37995.0,0.778025,12.444435119628906,0.187123,40800.0,20,-0.0128106,2096.53881433,14.6389,37.65962481498718
-0.0301995,12.09877061843872,36900.0,0.92394,2.67728,0.958641898556,41100.0,0.484973,12.158998489379883,0.065322,42900.0,20,-0.0194087,1312.24997619,14.5454,49.82365012168884
-0.0416174,12.252672910690308,39900.0,0.919702,2.66757,0.974391770805,41490.0,1.58398,12.312082529067993,0.10793,42900.0,20,-0.0301057,802.433797892,14.405,62.14952731132507
-0.0173089,12.70310354232788,40700.0,0.913219,2.65252,0.981091815362,42215.0,0.966998,12.791128396987915,0.0799405,43300.0,20,-0.00930503,644.418342383,14.1897,74.94430255889893
-0.013485,12.424875020980835,41700.0,0.911287,2.64787,0.983875759112,42665.0,0.2431,12.509228467941284,0.0522139,43200.0,20,-0.00652832,399.092721056,14.1239,87.45841383934021
