Perplexity,MaxReturn,Time,LossAfter,StdReturn,MaxKL,ExplainedVariance,Entropy,NumTrajs,LossBefore,ItrTime,AverageReturn,MeanKL,MinReturn,AveragePolicyStd,TotalExecTime
21.7921,4100.0,14.073862075805664,-0.00696942,1406.15610798,1.86206,0.368637587195,3.08155,20,-0.00169884,14.073869705200195,985.0,0.0107724,0.0,1.12957,13.966504096984863
21.7551,3900.0,28.382924556732178,0.00167117,989.242134161,0.624698,0.353263016739,3.07985,20,0.00653812,14.303919315338135,380.0,0.00753963,0.0,1.12861,14.218486070632935
21.8264,3700.0,42.4954617023468,-0.00176504,1125.12221558,2.53317,0.365362977274,3.08312,20,0.00137788,14.107315301895142,710.0,0.00370587,0.0,1.13047,14.048067808151245
21.8414,5000.0,56.7051637172699,0.0129124,1491.73556638,0.30305,0.434966700598,3.08381,20,0.0153926,14.204774379730225,1115.0,0.00234707,0.0,1.13088,14.131299495697021
22.0101,3700.0,70.70764899253845,-0.0052471,945.198391873,0.173241,0.290904999095,3.0915,20,-0.00356323,13.995248317718506,460.0,0.00126133,0.0,1.13523,13.955621480941772
21.971,3200.0,84.72610020637512,-0.00866319,1016.50135268,0.201826,0.332504309452,3.08972,20,-0.00673955,14.015293598175049,435.0,0.00153352,0.0,1.13423,13.944904088973999
21.8971,3100.0,98.51350474357605,0.0214725,1012.96594217,0.191561,0.425020146606,3.08635,20,0.0260325,13.77678370475769,530.0,0.00540567,0.0,1.13233,13.717945337295532
