StdReturn,LossBefore,Entropy,NumTrajs,ItrTime,ExplainedVariance,MinReturn,LossAfter,MeanKL,Time,AverageReturn,MaxKL,AveragePolicyStd,Perplexity,TotalExecTime,MaxReturn
0.0,-0.0,2.849,20,13.550721883773804,1,0.0,-0.0,0.0,13.550715923309326,0.0,0.0,1.00568,17.2706,13.312663555145264,0.0
65.3834841531,0.0308616,2.849,20,14.572309255599976,0.135759393352,0.0,0.102549,2.42145,28.144593715667725,15.0,295.246,1.00568,17.2706,14.427655458450317,300.0
60.0,0.0143672,2.86443,20,14.154309272766113,0.171196094877,0.0,0.0970584,0.804479,42.314270973205566,20.0,95.7711,1.01356,17.5391,14.0497145652771,200.0
30.0,0.00994173,2.87162,20,18.3184814453125,0.023762695314,0.0,0.00244623,0.0826071,60.67001485824585,10.0,12.0792,1.01715,17.6656,18.167750358581543,100.0
21.7944947177,0.000681948,2.87659,20,17.826539993286133,0.0444588967282,0.0,0.00125223,0.016533,78.52014565467834,5.0,3.3398,1.01965,17.7536,17.690399169921875,100.0
106.183802908,0.037455,2.87693,20,16.770851373672485,0.0703243420118,0.0,0.101835,5.53889,95.34951877593994,35.0,423.201,1.01983,17.7597,16.652251958847046,400.0
131.434394281,-0.00743126,2.89566,20,16.847418308258057,0.046103978796,0.0,1.00879,6.32694,112.23415613174438,35.0,678.017,1.02936,18.0954,16.63925528526306,600.0
