0AverageReturn,1MinReturn,1Perplexity,1ExplainedVariance,0PolicyExecTime,1AverageReturn,1NumTrajs,1EnvExecTime,dLoss,0NumTrajs,1Entropy,0Entropy,MeanKL,LossBefore,ItrTime,0ProcessExecTime,1MaxReturn,0Perplexity,1AveragePolicyStd,0ExplainedVariance,0StdReturn,1PolicyExecTime,0EnvExecTime,1ProcessExecTime,0MinReturn,0AveragePolicyStd,MeanKLBefore,LossAfter,0MaxReturn,Time,1StdReturn,ComputeUpdatedDistTime
30.5,0.0,15.2282,0.176089327126,3.4569928646087646,166.5,200,3.5245819091796875,0.00695916824043,200,2.72315,2.73152,0.00922823138535,-2.79396772385e-09,17.388116121292114,0.14783501625061035,1900.0,15.3562,0.945525,0.0917406100208,156.906819482,5.72172737121582,3.398749351501465,0.14463448524475098,0.0,0.949415,2.56113708019e-09,-0.0069591710344,1200.0,197.10770726203918,432.813759023,0.09955906867980957
48.5,0.0,15.4977,0.19684932966,3.2634224891662598,293.0,200,3.4926047325134277,0.0071370198857,200,2.74069,2.74437,0.00676063867286,1.62981450558e-09,16.68887448310852,0.13319730758666992,2600.0,15.5547,0.953494,0.032805067458,211.418423984,5.687628746032715,3.105099678039551,0.14408302307128906,0.0,0.955209,-1.16415321827e-09,-0.00713701825589,1600.0,214.34041118621826,625.100791873,0.08079910278320312
93.0,0.0,15.3769,0.259630862747,3.3308849334716797,422.5,200,3.261061668395996,0.00581001699902,200,2.73287,2.73464,0.00696514733136,-2.32830643654e-10,16.402392864227295,0.14408111572265625,2700.0,15.4043,0.94977,0.0900215290597,306.677354886,5.368985176086426,3.316391944885254,0.13427090644836426,0.0,0.950509,9.31322574615e-10,-0.00581001723185,1700.0,231.10383820533752,788.824283348,0.08460474014282227
167.0,0.0,14.8455,0.266380941134,2.370330572128296,527.5,200,2.305445671081543,0.00641984026879,200,2.6977,2.70042,0.00705798203126,-9.31322574615e-10,11.847354173660278,0.10153603553771973,2800.0,14.8859,0.933161,0.0938622318598,434.753953404,3.8064985275268555,2.264385461807251,0.09948110580444336,0.0,0.934402,3.25962856706e-09,-0.00641984120011,1900.0,243.29927134513855,919.235415984,0.09941959381103516
181.0,0.0,14.7141,0.306393454737,2.344820499420166,493.5,200,2.9679346084594727,0.00702225556597,200,2.68881,2.68755,0.00902508851141,3.25962901115e-09,13.54649043083191,0.10621380805969238,2800.0,14.6956,0.928881,0.116636890135,442.424004774,4.758168935775757,2.357485055923462,0.12470602989196777,0.0,0.928353,2.79396683567e-09,-0.00702225230634,2000.0,257.17971420288086,900.05985912,0.07970976829528809
207.0,0.0,14.3476,0.310508266276,3.2049121856689453,582.5,200,3.552168846130371,0.00595181187964,200,2.66358,2.67229,0.0083290701732,-1.54250301421e-09,17.03436517715454,0.13769984245300293,2700.0,14.4731,0.918007,0.0902703869089,477.965479925,5.947316646575928,3.163099765777588,0.14174175262451172,0.0,0.921892,4.6566114853e-10,-0.00595181342214,1900.0,274.78172302246094,935.43773176,0.08483076095581055
191.0,0.0,13.9248,0.217303298518,3.1521198749542236,420.0,200,3.5320165157318115,0.00609892781358,200,2.63367,2.64132,0.00822549313307,-1.04773789644e-09,16.79565453529358,0.1302659511566162,2600.0,14.0317,0.906049,0.118380424296,468.42181845,5.8001673221588135,3.015432834625244,0.14179611206054688,0.0,0.908674,-8.38190228336e-09,-0.00609892886132,2400.0,291.96691036224365,803.99004969,0.09700560569763184
146.5,0.0,13.9279,0.244179033108,3.4107532501220703,393.5,200,3.4546585083007812,0.00598407303914,200,2.63389,2.63638,0.00948510412127,1.39698386192e-09,17.116087913513184,0.1434333324432373,2700.0,13.9626,0.905575,0.0630453650559,395.585325815,5.707848310470581,3.355133533477783,0.13998150825500488,0.0,0.906801,0.0,-0.00598407164216,1900.0,309.49735927581787,775.827139252,0.08367800712585449
183.0,0.0,13.7146,0.385756750448,3.6513476371765137,621.0,200,3.376256227493286,0.00491281240829,200,2.61846,2.62875,0.00772169232368,-1.71712599695e-09,17.385359048843384,0.1531054973602295,2800.0,13.8564,0.898436,0.0799842258284,444.084451428,5.601698398590088,3.557729959487915,0.13780522346496582,0.0,0.903416,-4.65661242899e-09,-0.00491281412542,2100.0,327.28730273246765,1038.58509521,0.07891297340393066
205.5,0.0,13.5574,0.30244395026,3.6042492389678955,508.0,200,3.65850830078125,0.00617835437879,200,2.60693,2.62371,0.00705239595845,2.32830643654e-09,18.22327756881714,0.15403079986572266,2800.0,13.7868,0.89277,0.101544673392,501.916078643,6.034350156784058,3.6051385402679443,0.14470171928405762,0.0,0.900524,0.0,-0.00617835205048,2200.0,346.0456566810608,899.964443742,0.08806276321411133
