LossAfter,StdReturn,AverageReturn,ItrTime,MeanKL,ExplainedVariance,AveragePolicyStd,TotalExecTime,MaxReturn,NumTrajs,Entropy,MaxKL,Perplexity,MinReturn,Time,LossBefore
-2.35428,21.7944947177,5.0,17.60168743133545,117.775,0.0722167673415,1.0,17.355069398880005,100.0,20,2.83788,7524.19,17.0795,0.0,17.601679801940918,-0.0157718
0.074588,673.702456579,175.0,14.119234561920166,1.25995,0.137233861878,0.992148,13.875226974487305,3100.0,20,2.82211,145.198,16.8122,0.0,31.730699062347412,-0.0167146
4.2165,3470.80682263,1150.0,15.819649457931519,28.5693,0.4809812423,0.988011,15.706314325332642,12700.0,20,2.81375,2825.16,16.6723,0.0,47.55261421203613,-0.00878817
0.00137609,909.670269933,350.0,17.440327882766724,0.0020622,0.425673523237,0.985843,17.166353464126587,3000.0,20,2.80935,0.018044,16.5992,0.0,65.00903224945068,0.00435121
-0.0342002,784.139655929,325.0,17.624778747558594,0.0984514,0.166906718897,0.986919,17.460123300552368,2600.0,20,2.81153,7.97887,16.6353,0.0,82.66106462478638,-0.0138192
0.0246606,2180.36694159,1400.0,16.65009593963623,0.232214,0.384358292692,0.983509,16.483306407928467,7100.0,20,2.80462,43.1246,16.5208,0.0,99.3349997997284,0.00978111
-0.103887,3068.06127709,1300.0,15.658677101135254,0.192727,0.15927184283,0.985917,15.440309047698975,8900.0,20,2.80951,12.9542,16.6018,0.0,115.05371165275574,-0.011199
