AverageReturn,Perplexity,MaxReturn,MinReturn,ExplainedVariance,ItrTime,StdReturn,AveragePolicyStd,LossBefore,MeanKL,TotalExecTime,LossAfter,Entropy,NumTrajs,Time,MaxKL
6077.5,5.67789,7600.0,4600.0,0.893058092536,6.312331914901733,782.779502798,0.58088,-0.0478056,2.22626,6.2095043659210205,-0.264957,1.73658,40,6.312325954437256,5.56565
4447.5,5.41284,6500.0,1600.0,0.717730167686,6.201470613479614,1101.13293929,0.567166,-0.0163091,0.598914,6.113383054733276,-0.148358,1.68877,40,12.517629146575928,1.50423
7522.5,5.36888,8000.0,6900.0,0.990357848314,6.419865608215332,269.710492936,0.565038,-0.0425127,0.0356895,6.289883852005005,-0.0638594,1.68062,40,18.94377064704895,0.555086
7540.0,5.25596,7900.0,7000.0,0.992376003033,6.154390335083008,239.582971014,0.558409,-0.0317748,0.17774,6.10875678062439,-0.0729149,1.65936,40,25.105947017669678,0.783122
7527.5,5.17312,8100.0,6900.0,0.990744200292,6.196375846862793,221.345318451,0.553843,-0.00984181,0.0374814,6.155496597290039,-0.0209211,1.64348,40,31.30570673942566,0.0585913
7652.5,5.14772,8200.0,7100.0,0.993179857745,6.951170206069946,247.979333816,0.551799,-0.0341812,0.021485,6.882740259170532,-0.0501031,1.63855,40,38.26963949203491,0.144221
7785.0,5.06049,8200.0,7200.0,0.994840022308,6.377392768859863,232.969955144,0.546609,-0.0282934,0.00988802,6.30798864364624,-0.0378675,1.62146,40,44.65459847450256,0.063262
