LossAfter,TotalExecTime,MaxReturn,NumTrajs,MinReturn,Time,StdReturn,AverageReturn,Perplexity,MeanKL,ItrTime,MaxKL,Entropy,LossBefore,ExplainedVariance,AveragePolicyStd
-0.00730234,5.811635255813599,200.0,20,0.0,5.863033771514893,47.6969600708,15.0,15.2117,0.0696763,5.863038063049316,0.540207,2.72206,0.00874743,0.0167635288027,0.947542
-0.0617097,10.0621657371521,3500.0,20,0.0,15.978947162628174,1003.73054153,1045.0,15.3453,0.170107,10.11091947555542,0.47168,2.73081,-0.00988835,0.0883611871765,0.95235
-0.0647956,5.48867654800415,20200.0,20,12000.0,21.501036167144775,2532.37043104,15310.0,15.2696,0.157073,5.517016649246216,0.273916,2.72586,-0.0179676,0.721128598768,0.950028
-0.0232767,5.097752094268799,22200.0,20,20700.0,26.63839626312256,494.064773081,21570.0,15.1331,0.0627682,5.133026361465454,0.271306,2.71688,-0.000894506,0.989350837776,0.945544
-0.0369776,4.9324049949646,21700.0,20,18300.0,31.62221074104309,725.585970096,20195.0,15.1263,0.0461193,4.977031946182251,0.158825,2.71643,-0.0208716,0.964173832008,0.945838
-0.0290174,5.604862689971924,22900.0,20,19500.0,37.26793146133423,891.221072462,21685.0,14.9692,0.0193921,5.6381676197052,0.264681,2.706,-0.0150169,0.973879015871,0.941103
-0.025257,5.633399724960327,22700.0,20,20600.0,42.93830132484436,549.067391128,21895.0,14.8573,0.0321538,5.6640918254852295,0.334394,2.69849,-0.0129386,0.986206285616,0.937949
