MaxReturn,ItrTime,TotalExecTime,Time,LossBefore,NumTrajs,Entropy,MinReturn,LossAfter,StdReturn,MaxKL,ExplainedVariance,AveragePolicyStd,MeanKL,AverageReturn,Perplexity
1200.0,9.780762910842896,9.674479961395264,9.78076171875,-0.0226582,20,2.64941,0.0,-0.0944091,539.698990179,7.77258,0.533777620434,0.917354,0.562356,635.0,14.1457
1200.0,8.455332040786743,8.365148305892944,18.239006519317627,0.0023526,20,2.62676,200.0,-0.0555848,388.458491991,2.42539,0.712522193266,0.905819,0.149471,790.0,13.8288
1300.0,8.433445692062378,8.350778818130493,26.676795721054077,-0.0029158,20,2.62793,1000.0,-0.0116433,74.161984871,0.253372,0.944255483192,0.906174,0.0270353,1150.0,13.8451
1200.0,8.25824499130249,8.212145566940308,34.939526319503784,0.00141535,20,2.62647,1000.0,-0.00981452,60.0,0.213962,0.949651460094,0.905607,0.017259,1080.0,13.8249
1300.0,8.199707746505737,8.151357173919678,43.1453423500061,0.015202,20,2.62718,1000.0,0.00626387,88.7411967465,0.54111,0.944278452162,0.905965,0.0329317,1125.0,13.8347
1200.0,8.152889251708984,8.107167720794678,51.30631399154663,-0.00324906,20,2.63478,1000.0,-0.00873595,53.8516480713,0.199949,0.949742767188,0.908861,0.015057,1110.0,13.9403
1200.0,8.551735877990723,8.497599124908447,59.87097501754761,0.0171669,20,2.63316,1000.0,0.00457613,70.0,0.344994,0.948504937651,0.908113,0.0206506,1110.0,13.9177
