Perplexity,TotalExecTime,MaxReturn,AverageReturn,LossBefore,Time,MinReturn,StdReturn,Entropy,AveragePolicyStd,MeanKL,MaxKL,NumTrajs,ItrTime,ExplainedVariance,LossAfter
17.1872,6.738620042800903,10400.0,4985.0,0.00527644,6.802051305770874,0.0,2808.78532466,2.84416,1.0032,0.0966505,0.28079,20,6.802056312561035,0.378526558318,-0.0109075
17.2781,6.359591007232666,12400.0,3425.0,-0.00706792,13.218244314193726,0.0,3403.80302015,2.84944,1.00584,0.0509418,0.146481,20,6.4110565185546875,0.428518173146,-0.022455
17.2171,6.263000249862671,13300.0,5775.0,0.00251186,19.570054054260254,0.0,4154.98194942,2.84591,1.00403,0.00892173,0.0251505,20,6.346190929412842,0.448036587758,-0.00232182
17.2388,6.49074125289917,13500.0,6040.0,-0.0175129,26.130792140960693,0.0,3823.14007067,2.84716,1.00466,0.00985467,0.0289145,20,6.551283359527588,0.463116617815,-0.0226384
17.0885,9.31520700454712,11500.0,5805.0,0.0101134,35.522932052612305,0.0,3400.21690485,2.8384,1.0003,0.00542368,0.0112911,20,9.375532388687134,0.505860616813,0.00750159
17.1751,6.426004409790039,15400.0,5940.0,-0.00225949,42.016080141067505,0.0,3911.95603247,2.84346,1.00284,0.00249002,0.0069443,20,6.476032733917236,0.399728367018,-0.00408131
17.1557,9.278116703033447,14800.0,5275.0,-0.00757782,51.3853702545166,0.0,4251.80843877,2.84233,1.00224,0.0266878,0.101927,20,9.360400915145874,0.334193770777,-0.0176244
