AveragePolicyStd,LossAfter,ExplainedVariance,MeanKL,MinReturn,StdReturn,Entropy,TotalExecTime,AverageReturn,LossBefore,NumTrajs,ItrTime,MaxKL,Time,Perplexity,MaxReturn
0.930467,-0.0202568,0.522968070907,0.165878,0.0,141.774468788,2.69307,11.176208257675171,170.0,0.0168023,20,11.330938577651978,1.99161,11.330931901931763,14.777,400.0
0.938432,0.00430889,0.268765782138,0.0389917,400.0,797.496081495,2.70988,12.303719758987427,1200.0,0.0189207,20,12.462235927581787,0.321028,23.800614595413208,15.0274,3000.0
0.943132,-0.0372592,0.270891774643,0.131193,1300.0,2762.29524128,2.71934,10.96757173538208,5865.0,0.00620193,20,11.026628255844116,0.527117,34.83447527885437,15.1702,10800.0
0.944687,-0.0815202,0.687351838848,0.200335,9500.0,3222.02963984,2.72244,11.293827772140503,15505.0,-0.0322074,20,11.351184368133545,1.46225,46.19700384140015,15.2174,20400.0
0.93694,-0.0447573,0.231464390712,0.139781,700.0,3647.05360531,2.70633,11.9159836769104,5800.0,0.00519275,20,11.984612464904785,0.615871,58.19761514663696,14.9743,13400.0
0.938426,-0.103793,0.711062777603,0.209936,7200.0,3409.75072403,2.70893,11.67926287651062,16860.0,-0.0359016,20,11.766374588012695,1.12899,69.98878526687622,15.0132,21700.0
0.929971,-0.0474446,0.27685934817,0.203051,2500.0,3625.44824815,2.69098,11.385854005813599,7775.0,0.0176143,20,11.437566995620728,0.826869,81.4392786026001,14.7461,14400.0
