0NumTrajs,0StdReturn,1MaxReturn,0Perplexity,1Perplexity,MeanKL,0EnvExecTime,1AveragePolicyStd,1StdReturn,0ProcessExecTime,ComputeUpdatedDistTime,1ProcessExecTime,1EnvExecTime,dLoss,1AverageReturn,0ExplainedVariance,LossBefore,Time,1ExplainedVariance,0Entropy,LossAfter,0AveragePolicyStd,1MinReturn,1PolicyExecTime,0MaxReturn,0AverageReturn,0PolicyExecTime,1Entropy,MeanKLBefore,ItrTime,1NumTrajs,0MinReturn
400,69.6594394178,700.0,17.0795,17.1071,0.00812054052949,45.5809850692749,1.00082,62.7649384609,0.7125096321105957,4.993973731994629,0.6979339122772217,49.69102072715759,0.00340320009273,9.25,0.0106762027597,7.21774973123e-10,134.29512977600098,0.0516621422499,2.83788,-0.00340319937095,1.0,0.0,21.634743452072144,1300.0,4.75,3.781099796295166,2.83949,-7.29050875226e-10,134.29513955116272,400,0.0
400,55.8547222713,1400.0,17.4911,17.4724,0.00668292166665,45.50075078010559,1.01146,185.469674071,0.6315343379974365,0.34113478660583496,0.6386573314666748,51.26504850387573,0.00409728856757,49.0,0.0408784320254,5.58793566974e-10,262.6207392215729,0.100298781111,2.86169,-0.00409728800878,1.012,0.0,21.991525888442993,700.0,5.5,3.55405855178833,2.86062,-1.04083408559e-16,127.5440833568573,400,0.0
400,105.541461047,3300.0,17.4898,17.5172,0.0065190223977,44.33967876434326,1.01279,333.626943606,0.6666660308837891,0.3334832191467285,0.6973872184753418,50.62659788131714,0.00431090393104,95.75,0.0365939399121,-1.39698419499e-10,388.5960147380829,0.0800428438881,2.86162,-0.00431090407073,1.01197,0.0,22.1133816242218,1200.0,19.0,3.489243745803833,2.86318,-1.04657340572e-08,125.969167470932,400,0.0
400,191.437816275,4400.0,17.522,17.5376,0.00719542615116,44.34452438354492,1.01335,548.122021087,0.6321160793304443,0.317537784576416,0.6151466369628906,44.735145807266235,0.00462355467025,221.5,0.0518254918898,-4.42378217391e-10,506.7361898422241,0.12699062116,2.86346,-0.00462355511263,1.01289,0.0,19.672828197479248,1600.0,51.25,3.6488168239593506,2.86435,-3.56230689391e-09,117.48028826713562,400,0.0
400,229.737758107,3300.0,17.5273,17.5669,0.00911063794047,43.494694232940674,1.01422,515.198748057,0.6397933959960938,0.3510243892669678,0.670539140701294,51.704195737838745,0.00442217248492,279.5,0.0389117339257,5.12227427141e-10,632.2792196273804,0.101927445799,2.86376,-0.00442217197269,1.01304,0.0,21.3901104927063,1900.0,69.25,3.6577534675598145,2.86602,1.09430358108e-08,125.53747773170471,400,0.0
400,255.258569886,4200.0,17.4876,17.4925,0.00955610536039,42.85434675216675,1.01205,536.355991856,0.5972769260406494,0.37192797660827637,0.6218409538269043,50.3157479763031,0.00535489906324,266.5,0.0388386412867,-8.49831871541e-10,756.6967952251434,0.0797035128504,2.86149,-0.00535489991307,1.0119,0.0,22.004173755645752,1900.0,108.25,3.5139241218566895,2.86177,6.41448494321e-09,123.78834319114685,400,0.0
400,271.315199537,6600.0,17.6244,17.6379,0.00965926144272,45.23686647415161,1.01625,746.014577606,0.6395986080169678,0.31538891792297363,0.6888377666473389,50.010956048965454,0.00450896234834,371.5,0.0514235004233,-5.06406694356e-10,881.382376909256,0.0858464914381,2.86928,-0.00450896285474,1.01584,0.0,20.700082540512085,1800.0,138.25,3.6253409385681152,2.87005,6.75208611245e-10,124.6790463924408,400,0.0
400,363.072909345,5100.0,17.8102,17.7354,0.00666070356965,41.8186981678009,1.01903,696.115965555,0.6270229816436768,0.32411837577819824,0.5626659393310547,40.11069893836975,0.00372938910732,382.75,0.0520477654197,2.91038249056e-10,989.4403111934662,0.0792326924845,2.87977,-0.00372938881628,1.02117,0.0,16.91559648513794,2600.0,198.25,3.517569065093994,2.87556,-3.25962840053e-10,107.43152570724487,400,0.0
400,394.004758855,4500.0,17.5136,17.5237,0.00911235995591,42.11038112640381,1.01297,742.772466843,0.6066999435424805,0.29976987838745117,0.6546440124511719,50.541667222976685,0.0048451589013,443.75,0.0407065700034,7.04312608235e-10,1112.5627040863037,0.0744935025949,2.86298,-0.00484515819699,1.01264,0.0,22.029126405715942,3100.0,214.5,3.4237523078918457,2.86355,2.65426924884e-09,123.11187529563904,400,0.0
400,424.011718588,3200.0,17.5138,17.4281,0.00984834972769,45.97953772544861,1.01022,640.844706228,0.6333084106445312,0.29114532470703125,0.6742589473724365,51.45693588256836,0.00510423719243,441.75,0.0480884183902,4.22005597134e-10,1241.56494307518,0.0762872698997,2.86299,-0.00510423677042,1.01267,0.0,22.175886154174805,3300.0,253.75,3.6941449642181396,2.85808,-2.32830310587e-10,128.36000680923462,400,0.0
400,440.871579941,6900.0,17.5058,17.5065,0.00943383201957,45.13273596763611,1.0125,1001.36456898,0.6510939598083496,0.3376121520996094,0.6549191474914551,50.48235058784485,0.00488663617289,563.0,0.0491791739354,-1.2689269635e-09,1368.031000137329,0.0961737079161,2.86253,-0.00488663744181,1.01244,0.0,22.1438090801239,2300.0,263.5,3.5423407554626465,2.86257,-9.3132085377e-11,126.46055960655212,400,0.0
400,404.717185205,4300.0,17.6047,17.667,0.00982663128525,42.58870267868042,1.01712,792.873886567,0.6068816184997559,0.3269503116607666,0.6290731430053711,50.668922662734985,0.00471304738894,551.0,0.0524065713836,-8.38190239438e-10,1492.4551463127136,0.110632276181,2.86816,-0.00471304822713,1.0153,0.0,21.996299505233765,3200.0,252.0,3.4229726791381836,2.8717,1.34575897093e-08,123.76034998893738,400,0.0
400,333.458299492,3600.0,17.3707,17.2777,0.00931001640856,42.39019465446472,1.00587,545.103430552,0.6379415988922119,0.31690239906311035,0.6863598823547363,51.205952644348145,0.0041885167826,346.5,0.0538071268151,-7.91624210628e-10,1615.8369550704956,0.0585234971272,2.85478,-0.00418851757422,1.00853,0.0,20.984330654144287,2000.0,220.75,3.553015947341919,2.84942,-8.0297457572e-09,123.37612175941467,400,0.0
400,425.791542307,8200.0,17.5338,17.4948,0.00905938260257,43.28949475288391,1.01215,1233.62058592,0.6388511657714844,0.30875277519226074,0.5732221603393555,41.01932168006897,0.00515532706631,630.5,0.057749965615,-1.97906024901e-10,1726.731145143509,0.0938715979959,2.86413,-0.00515532726422,1.01326,0.0,17.509236335754395,2400.0,291.25,3.364797830581665,2.86191,-5.82076609135e-10,110.26083564758301,400,0.0
400,440.08521902,4500.0,17.6659,17.7086,0.00999526493251,42.5877149105072,1.01832,777.816012949,0.6567327976226807,0.3188812732696533,0.5108451843261719,38.14139795303345,0.00435882206075,476.5,0.0627703888419,-4.19095091964e-10,1831.422619819641,0.0848047830361,2.87164,-0.00435882247984,1.01705,0.0,15.582975149154663,2200.0,315.0,3.283975601196289,2.87405,-5.12227704696e-10,104.68702793121338,400,0.0
400,427.97188868,6600.0,17.7068,17.752,0.00901511311531,38.230915546417236,1.01953,1088.94857546,0.5898585319519043,0.31603503227233887,0.5996966361999512,38.41831302642822,0.00360457454808,629.0,0.0566114814913,-4.6566139833e-11,1933.7675876617432,0.0755891172822,2.87395,-0.00360457459465,1.01821,0.0,16.914021015167236,2100.0,317.75,2.856633424758911,2.8765,1.28369537222e-16,101.65231728553772,400,0.0
400,435.956133114,7300.0,17.9048,17.8852,0.00663352012634,37.87752938270569,1.02348,1107.34454327,0.5761234760284424,0.34624314308166504,0.5543510913848877,37.432530879974365,0.0037831969501,661.75,0.058575925621,2.7357593968e-10,2033.2007150650024,0.0714404807103,2.88507,-0.00378319667652,1.02401,0.0,15.617710590362549,2600.0,293.5,3.3116908073425293,2.88397,-4.42378272902e-10,99.42656135559082,400,0.0
