Perplexity,MaxReturn,MinReturn,StdReturn,LossAfter,AveragePolicyStd,ExplainedVariance,TotalExecTime,ItrTime,NumTrajs,MeanKL,Time,LossBefore,AverageReturn,Entropy,MaxKL
11.4353,400.0,0.0,152.970585408,-0.0320847,0.82843,0.186133579296,4.255435228347778,4.31252384185791,40,0.272166,4.312517881393433,0.00757053,90.0,2.4367,1.76821
11.5222,500.0,0.0,118.321595662,0.00177526,0.832894,0.831983562607,3.7264811992645264,3.7903807163238525,40,0.0456812,8.107195138931274,0.0211895,350.0,2.44427,0.484335
11.6449,500.0,0.0,102.19466718,-0.0289261,0.837248,0.867886199631,4.061091661453247,4.112461805343628,40,0.0115307,12.225412130355835,-0.0164542,357.5,2.45487,0.255737
11.5495,700.0,200.0,106.653645039,-0.0380799,0.834155,0.841318879602,3.5022919178009033,3.5330705642700195,40,0.0261405,15.767520189285278,-0.0262439,375.0,2.44664,0.121161
11.3989,600.0,200.0,96.3068014213,-0.0227502,0.828596,0.843379124618,4.349246025085449,4.394423007965088,40,0.0384104,20.166162252426147,-0.00906092,385.0,2.43352,0.167932
11.3474,900.0,0.0,197.420870224,-0.0187753,0.825939,0.682889022397,4.057359218597412,4.095759868621826,40,0.0506212,24.27483582496643,0.000551753,405.0,2.42899,0.424045
11.3505,900.0,0.0,165.831239518,-0.0273433,0.82522,0.746619002729,4.691518068313599,4.725971460342407,40,0.0402336,29.007878303527832,-0.00954643,400.0,2.42926,0.280439
