LossBefore,ExplainedVariance,AveragePolicyStd,Perplexity,ItrTime,MaxKL,Entropy,LossAfter,MaxReturn,NumTrajs,TotalExecTime,MeanKL,MinReturn,StdReturn,Time,AverageReturn
-0.0,1,0.870797,12.9461,32.10895800590515,0.0,2.5608,-0.0,0.0,20,31.797673225402832,0.0,0.0,0.0,32.108952045440674,0.0
-0.0,1,0.870797,12.9461,32.28418827056885,0.0,2.5608,-0.0,0.0,20,32.06301951408386,0.0,0.0,0.0,64.40327596664429,0.0
-0.0,1,0.870797,12.9461,33.626039266586304,0.0,2.5608,-0.0,0.0,20,33.401719093322754,0.0,0.0,0.0,98.0461699962616,0.0
-0.0,1,0.870797,12.9461,31.408928632736206,0.0,2.5608,-0.0,0.0,20,31.26979422569275,0.0,0.0,0.0,129.46296977996826,0.0
-0.0,1,0.870797,12.9461,32.46763849258423,0.0,2.5608,-0.0,0.0,20,32.21375060081482,0.0,0.0,0.0,161.94578099250793,0.0
-0.0,1,0.870797,12.9461,32.302393436431885,0.0,2.5608,-0.0,0.0,20,32.11737632751465,0.0,0.0,0.0,194.25702905654907,0.0
-0.0,1,0.870797,12.9461,34.7680389881134,0.0,2.5608,-0.0,0.0,20,34.61444926261902,0.0,0.0,0.0,229.04120254516602,0.0
