Time,0MaxReturn,1Entropy,1AverageReturn,0EnvExecTime,1PolicyExecTime,MeanKLBefore,1NumTrajs,ComputeUpdatedDistTime,0MinReturn,MeanKL,1MaxReturn,1Perplexity,1ProcessExecTime,1MinReturn,0Perplexity,1AveragePolicyStd,0AveragePolicyStd,0ExplainedVariance,1ExplainedVariance,0AverageReturn,0Entropy,LossBefore,dLoss,1StdReturn,1EnvExecTime,0ProcessExecTime,0PolicyExecTime,ItrTime,0NumTrajs,0StdReturn,LossAfter
152.77001118659973,1900.0,2.83545,118.083333333,25.002496004104614,55.41280508041382,4.94037610821e-09,1200,1.2589929103851318,0.0,0.00645010126755,2300.0,17.0381,0.975792407989502,0.0,17.0795,0.998797,1.0,0.0695290096856,0.176459784784,45.5,2.83788,3.49245965481e-10,0.00744086911436,387.145097333,24.774895668029785,1.0525901317596436,36.744181632995605,152.77001643180847,1200,216.054969857,-0.00744086876512
313.2426223754883,2100.0,2.82393,120.666666667,23.532390594482422,52.58117961883545,2.21189466743e-09,1200,0.14318561553955078,0.0,0.00667097279802,2700.0,16.843,0.9928314685821533,0.0,16.8914,0.993077,0.994483,0.103900595829,0.157577514546,61.5833333333,2.8268,6.98491930962e-10,0.00370402471162,393.941055941,25.061672925949097,1.0005156993865967,48.31568884849548,157.81820631027222,1200,263.532084806,-0.00370402401313
473.51337003707886,2200.0,2.80724,200.25,25.266351222991943,59.81612777709961,4.19095114168e-09,1200,0.12202024459838867,0.0,0.00872955005616,2600.0,16.5641,1.1931519508361816,0.0,16.6667,0.984806,0.987845,0.110339536116,0.225694986882,65.25,2.81341,-1.45519152284e-09,0.00788336474216,521.975354623,26.953815460205078,1.0399134159088135,36.70330595970154,157.59411454200745,1200,269.970561667,-0.00788336619735
631.6088979244232,2300.0,2.80102,185.5,25.678297519683838,57.55728006362915,2.32830399405e-09,1200,0.12323713302612305,0.0,0.0065390621312,2600.0,16.4615,1.002150535583496,0.0,16.5175,0.98176,0.983428,0.109055844779,0.176538873708,94.6666666667,2.80442,1.51339918375e-09,0.00469712319318,505.740134193,24.367998123168945,1.1365468502044678,39.73696327209473,154.47915267944336,1200,329.400802805,-0.00469712167978
799.45765376091,2400.0,2.77198,207.833333333,24.998641967773438,63.39883255958557,9.31322130526e-10,1200,0.12837433815002441,0.0,0.00688595790416,2700.0,15.9903,1.1996853351593018,0.0,15.9294,0.967596,0.965745,0.0860942566037,0.191343426405,84.5,2.76817,-3.49245965481e-10,0.00650130410213,536.630200624,27.157957792282104,1.1479647159576416,41.170708894729614,164.78213381767273,1200,316.137760056,-0.00650130445138
957.9484634399414,2300.0,2.76953,254.166666667,24.18270993232727,59.27020239830017,2.93366309023e-08,1200,0.1206505298614502,0.0,0.00690073752776,2700.0,15.9512,1.0468151569366455,0.0,15.96,0.966416,0.966673,0.0860042914356,0.201798250915,105.333333333,2.77008,1.16415321827e-10,0.00675196445081,587.650099029,24.729196786880493,1.0285515785217285,40.08405065536499,155.36623001098633,1200,351.5274606,-0.0067519643344
1111.285519361496,2700.0,2.75217,362.5,24.843992471694946,48.567028284072876,-2.84053314203e-08,1200,0.22513937950134277,0.0,0.00643640430644,2800.0,15.6767,1.0127999782562256,0.0,15.7719,0.958079,0.960971,0.098846224095,0.266524766123,127.166666667,2.75823,-6.40284270048e-10,0.0049902110477,735.080777874,24.703288793563843,1.0649969577789307,44.5873601436615,150.19938492774963,1200,385.177844926,-0.00499021168798
1272.3776569366455,2500.0,2.75207,173.25,23.172119140625,58.79759383201599,-4.65659316662e-10,1200,0.11953949928283691,0.0,0.00786652229726,2300.0,15.6751,1.0450232028961182,0.0,15.9106,0.958059,0.965209,0.0708979268754,0.126976802008,108.25,2.76698,3.37604433298e-09,0.00180891482159,468.180275998,24.948676824569702,0.9702780246734619,43.50030565261841,157.9710247516632,1200,352.0515173,-0.00180891144555
1426.054041147232,2500.0,2.76886,303.416666667,23.863879680633545,56.50553321838379,-2.84053243149e-08,1200,0.11547565460205078,0.0,0.00654650619254,2700.0,15.9404,1.1144113540649414,0.0,15.9507,0.966124,0.966402,0.0772706538756,0.206904535035,131.916666667,2.7695,-1.39698386192e-09,0.00622083432972,666.855801296,26.102526903152466,1.029236078262329,36.76529574394226,150.8760690689087,1200,395.693054091,-0.00622083572671
1587.426809310913,2700.0,2.7494,304.833333333,24.257784366607666,62.24062538146973,-1.11758646781e-08,1200,0.18403100967407227,0.0,0.00699238618836,2900.0,15.6332,1.0633103847503662,0.0,15.6783,0.956738,0.958121,0.102156727027,0.206724000221,151.916666667,2.75228,-1.77533365786e-09,0.00618457849487,669.285668124,24.920424461364746,1.057457447052002,40.17613363265991,158.9250729084015,1200,429.394526889,-0.0061845802702
