MaxReturn,MaxKL,Entropy,LossAfter,Time,StdReturn,AverageReturn,ItrTime,ExplainedVariance,MinReturn,AveragePolicyStd,MeanKL,LossBefore,Perplexity,NumTrajs,TotalExecTime
1900.0,1.98583,2.69307,-0.0250688,5.707699537277222,292.018835009,1415.0,5.707701683044434,0.877256574993,700.0,0.930467,0.12689,0.0103087,14.777,20,5.642318487167358
2000.0,1.01186,2.70338,-0.0290207,10.6304452419281,385.227205685,1460.0,4.918702125549316,0.83738688589,300.0,0.935718,0.084671,0.00105572,14.9301,20,4.81526780128479
1900.0,1.02564,2.70391,-0.00246529,15.85122275352478,188.148877222,1540.0,5.217143535614014,0.916873834128,1200.0,0.935871,0.0491132,0.0167157,14.938,20,5.144099950790405
2000.0,0.0673424,2.71227,-0.0098211,20.727787256240845,584.700778176,1325.0,4.866100072860718,0.776609336958,0.0,0.93992,0.00838193,-0.00239685,15.0634,20,4.825376033782959
1900.0,0.383072,2.71107,-0.0314531,26.32436490058899,469.334635415,1415.0,5.59042501449585,0.816091877199,0.0,0.939321,0.0287332,-0.0165562,15.0454,20,5.557779312133789
2000.0,0.308309,2.70279,-0.0256612,31.77564549446106,374.799946638,1445.0,5.443697214126587,0.875583310941,0.0,0.935314,0.0273335,-0.0140984,14.9213,20,5.417169094085693
1700.0,0.508625,2.69574,-0.00677523,37.21175503730774,429.651021179,1380.0,5.427273750305176,0.847623021105,0.0,0.93184,0.0258373,0.00431874,14.8165,20,5.397052764892578
