LossBefore,LossAfter,NumTrajs,MeanKL,StdReturn,ItrTime,Time,MaxKL,AveragePolicyStd,Entropy,ExplainedVariance,MinReturn,AverageReturn,Perplexity,MaxReturn,TotalExecTime
-0.0598914,-0.171549,40,1.15594,594.553403825,6.2096006870269775,6.2095959186553955,3.10683,0.58088,1.73658,0.930193368202,4900.0,6327.5,5.67789,7700.0,6.1220862865448
-0.0629932,-0.13317,40,0.382295,331.323105141,6.2906012535095215,12.510590553283691,1.35372,0.563077,1.67669,0.98506835175,6400.0,7165.0,5.34781,7900.0,6.240114212036133
-0.0223937,-0.0548988,40,0.0945186,264.149578837,6.3362579345703125,18.852807998657227,0.791584,0.553715,1.64519,0.994104110593,7000.0,7535.0,5.182,8100.0,6.2840025424957275
0.0314649,0.00790907,40,0.058975,239.778543661,6.296985387802124,25.15494704246521,0.270897,0.550455,1.63399,0.994177972017,7100.0,7572.5,5.1243,7900.0,6.201237916946411
-0.00103041,-0.0163431,40,0.0301063,233.117459664,6.278817653656006,31.453162670135498,0.337543,0.554715,1.64973,0.993794670874,7300.0,7737.5,5.20556,8300.0,6.173410654067993
-0.00696716,-0.0247159,40,0.0559551,2429.29516527,6.072397232055664,37.53106069564819,0.463993,0.55433,1.64921,0.841886903829,0.0,6905.0,5.20288,8200.0,6.018258094787598
-0.0401082,-0.0704738,40,0.102703,282.798514848,6.278709650039673,43.8144805431366,0.430574,0.55351,1.64573,0.992708370858,7100.0,7795.0,5.18478,8300.0,6.238819599151611
