Entropy,Perplexity,ExplainedVariance,MinReturn,AverageReturn,MaxReturn,ItrTime,StdReturn,MaxKL,LossAfter,Time,TotalExecTime,AveragePolicyStd,NumTrajs,LossBefore,MeanKL
2.84233,17.1557,0.134610485399,0.0,190.0,3300.0,10.762239217758179,718.957578721,0.0761761,-0.00691294,10.762232780456543,10.668744564056396,1.00326,20,-0.000653803,0.0163317
2.84168,17.1445,0.33085402426,0.0,15.0,300.0,10.75938606262207,65.3834841531,0.0475814,-0.00432236,21.525813341140747,10.671336889266968,1.00296,20,0.00165778,0.0108747
2.8425,17.1587,0.412808937815,0.0,75.0,400.0,10.75630235671997,140.978721799,0.0324674,0.0116828,32.2864785194397,10.657499313354492,1.0033,20,0.0181416,0.00633529
2.85158,17.315,0.316597460088,0.0,150.0,1000.0,10.532947063446045,247.991935353,0.0439212,0.00639932,42.82382082939148,10.461209535598755,1.00771,20,0.0147897,0.0115353
2.85897,17.4436,0.123670991683,0.0,320.0,2500.0,10.621487379074097,580.172388174,0.0246712,0.0074785,53.45427131652832,10.555334568023682,1.01149,20,0.0109019,0.00587015
2.86442,17.5389,0.163902260433,0.0,315.0,2300.0,10.534460544586182,625.51978386,0.0869664,-0.0070048,63.99277448654175,10.478562355041504,1.01432,20,0.00339807,0.0225951
2.86612,17.5687,0.143635230968,0.0,980.0,4300.0,10.659174680709839,1032.27903205,0.279134,-0.017601,74.65736293792725,10.613150119781494,1.01518,20,0.00607029,0.0735366
