MeanKL,NumTrajs,TotalExecTime,Time,Entropy,ItrTime,ExplainedVariance,MinReturn,MaxReturn,AverageReturn,StdReturn,LossAfter,MaxKL,Perplexity,AveragePolicyStd,LossBefore
0.0604687,2000,78.27431988716125,78.5505359172821,1.72409,78.550537109375,0.0313734523692,0.0,1500.0,0.75,33.5326333592,-0.0019819,1.04183,5.60742,0.574709,-5.95939e-05
1.19369,2000,78.19946384429932,157.0674467086792,1.72403,78.51421618461609,0.42492370157,0.0,2500.0,53.9,266.992115988,-0.0436856,15.3885,5.60709,0.574711,0.00510474
0.00565377,2000,77.90902495384216,235.2551326751709,1.72658,78.18475818634033,0.805561023793,0.0,2900.0,1060.3,1214.96662917,-0.00303932,0.0246034,5.62142,0.575403,-0.00245775
0.00686142,2000,78.26566171646118,313.8488507270813,1.72536,78.5899064540863,0.81315387022,0.0,2900.0,1159.55,1236.97566569,-0.00288531,0.0383246,5.61452,0.575057,-0.00184681
0.0503037,2000,78.30515694618225,392.4723389148712,1.72443,78.61968231201172,0.814737035516,0.0,3000.0,1192.6,1235.85809865,-0.0086149,0.47446,5.60934,0.574772,-0.00507698
0.0281734,2000,78.97976899147034,471.7356858253479,1.72189,79.26060891151428,0.813996003079,0.0,2900.0,1166.4,1254.27709857,0.0041387,0.461196,5.59511,0.574071,0.00188376
0.0219433,2000,79.17394781112671,551.2468338012695,1.72284,79.50834035873413,0.823572235829,0.0,3000.0,1194.8,1257.3714487,-0.00149731,0.160758,5.60039,0.574337,-0.000581316
