MaxReturn,ExplainedVariance,StdReturn,Entropy,ItrTime,MeanKL,LossBefore,Perplexity,MaxKL,TotalExecTime,MinReturn,NumTrajs,AveragePolicyStd,AverageReturn,Time,LossAfter
400.0,0.0374117681997,120.0,2.74043,5.155010223388672,0.167829,0.00228002,15.4937,1.8846,5.066209077835083,0.0,20,0.95435,40.0,5.155008316040039,-0.0352671
2200.0,0.0656651041981,692.007947931,2.74271,4.8709611892700195,0.0517575,0.00534786,15.5291,0.221517,4.822571039199829,0.0,20,0.955104,625.0,10.028589725494385,-0.0125144
6100.0,0.156356004278,1676.44713606,2.74539,4.695224761962891,0.142825,0.00324875,15.5706,0.244575,4.6652820110321045,0.0,20,0.956256,3105.0,14.72761082649231,-0.0390864
20100.0,0.596417092543,4573.45602362,2.74701,4.771241664886475,0.0639878,-0.0139445,15.5959,0.301499,4.732485771179199,0.0,20,0.956993,15550.0,19.50809621810913,-0.0358749
21500.0,0.738661609457,4416.47766891,2.74004,4.8806281089782715,0.0184492,-0.00172567,15.4876,0.123696,4.835216999053955,0.0,20,0.953831,18435.0,24.396304845809937,-0.0089678
22000.0,0.977919346964,731.077971218,2.73918,4.552012920379639,0.0398033,-0.0259015,15.4742,0.1727,4.506178855895996,19100.0,20,0.953366,20595.0,28.958311080932617,-0.0366646
22500.0,0.70534676939,9797.32106241,2.72623,4.491859436035156,0.083022,0.00222749,15.2751,0.232733,4.463534832000732,0.0,20,0.947713,14950.0,33.4557683467865,-0.0110648
