AverageReturn,LossAfter,StdReturn,MinReturn,MaxKL,Entropy,AveragePolicyStd,LossBefore,ExplainedVariance,NumTrajs,MeanKL,TotalExecTime,Perplexity,Time,MaxReturn,ItrTime
3950.0,-0.0508983,2654.71279049,0.0,2.00574,2.84233,1.00326,0.0104343,0.255382383652,20,0.504276,9.697675228118896,17.1557,9.76009726524353,9200.0,9.760103225708008
2935.0,-0.0161845,2068.39913943,0.0,0.24381,2.85276,1.00879,0.0168254,0.111752461055,20,0.122778,9.63621973991394,17.3356,19.482818603515625,7900.0,9.719115257263184
24560.0,-0.0509153,3813.84320601,18000.0,0.478056,2.86118,1.01286,0.00596123,0.640801652782,20,0.208486,9.582211017608643,17.4821,29.11217498779297,29900.0,9.62538480758667
11585.0,-0.0655417,3832.52853871,3800.0,0.744479,2.86416,1.01418,-0.00164115,0.308068389949,20,0.325732,9.619657754898071,17.5343,38.82747411727905,20800.0,9.712515592575073
19810.0,-0.0704774,2455.17820127,14800.0,0.572064,2.86334,1.01369,-0.00673488,0.63171950778,20,0.243153,9.568167209625244,17.5199,48.44153928756714,24400.0,9.605005979537964
19420.0,-0.0691615,4242.82924474,11700.0,0.583177,2.85997,1.01191,-0.0140353,0.499819606244,20,0.245712,9.45369577407837,17.461,57.93626165390015,28700.0,9.491010189056396
19075.0,-0.0404501,4266.01394747,11300.0,0.349469,2.85295,1.0086,0.0137681,0.571784465751,20,0.183451,9.491753339767456,17.3389,67.48844957351685,27000.0,9.548313617706299
