LossBefore,AverageReturn,MaxKL,Perplexity,AveragePolicyStd,NumTrajs,ExplainedVariance,MaxReturn,MeanKL,ItrTime,LossAfter,TotalExecTime,MinReturn,Time,Entropy,StdReturn
-0.0194337,16470.0,2.74762,15.2117,0.947542,20,0.82758493781,20400.0,0.980527,4.769466161727905,-0.154385,4.716107606887817,13000.0,4.7694621086120605,2.72206,1950.41021326
0.0172269,20385.0,0.283441,14.9189,0.939162,20,0.925635605459,23100.0,0.10375,4.500720262527466,-0.0169871,4.428558111190796,16700.0,9.275054216384888,2.70263,1511.05095877
-0.00358486,21445.0,0.179731,15.0479,0.943308,20,0.984804523381,22500.0,0.00875963,4.6522111892700195,-0.00749467,4.607359409332275,20300.0,13.932933330535889,2.71124,606.197162646
-0.00671043,22055.0,0.526484,15.021,0.942814,20,0.980287675094,22900.0,0.0331531,4.77571964263916,-0.0177686,4.7306718826293945,20400.0,18.715160608291626,2.70945,741.94002453
-0.0202643,21790.0,0.0622316,14.9707,0.941442,20,0.984751841876,22500.0,0.0230391,4.684890031814575,-0.0266713,4.652334690093994,20400.0,23.407615184783936,2.70609,543.966910758
-0.0168105,22370.0,0.0827512,14.8198,0.937256,20,0.992737862517,22800.0,0.0156222,4.708886384963989,-0.0236047,4.65615177154541,21700.0,28.127570867538452,2.69596,274.043792121
-0.0101745,22320.0,0.0558421,14.6957,0.933218,20,0.989839741367,22900.0,0.0143674,4.735740661621094,-0.0195345,4.70975399017334,21000.0,32.87098717689514,2.68756,491.528229098
