0ExplainedVariance,1ExplainedVariance,0ProcessExecTime,1Entropy,1ProcessExecTime,0EnvExecTime,LossBefore,1StdReturn,0AveragePolicyStd,dLoss,Time,0Perplexity,1MaxReturn,1AveragePolicyStd,ItrTime,LossAfter,1EnvExecTime,1Perplexity,0Entropy,0MaxReturn,MeanKLBefore,0PolicyExecTime,0StdReturn,0NumTrajs,1NumTrajs,ComputeUpdatedDistTime,MeanKL,1AverageReturn,0AverageReturn,1PolicyExecTime,0MinReturn,1MinReturn
1,0.114435651869,0.07401418685913086,2.83788,0.06219363212585449,1.5796997547149658,-6.053596735e-09,208.639774625,1.0,0.00852945772931,10.019338369369507,17.0795,1500.0,1.0,10.019338607788086,-0.00852946378291,1.400648593902588,17.0795,2.83788,0.0,0.0,2.2393453121185303,0.0,120,120,0.8059272766113281,0.00782410800457,38.3333333333,0.0,2.49509596824646,0.0,0.0
0.0716372839928,0.120535146535,0.06580591201782227,2.82699,0.05988502502441406,1.3869211673736572,0.0,209.083648864,0.996799,0.00919277686626,18.163816690444946,16.97,2300.0,0.994669,7.687639474868774,-0.00919277686626,1.3916122913360596,16.8946,2.83144,1000.0,0.0,1.4313745498657227,94.6888178309,120,120,0.13242840766906738,0.00961997546256,19.1666666667,10.8333333333,2.6001415252685547,0.0,0.0
0.52320941114,0.400081250918,0.06770873069763184,2.84424,0.05958080291748047,1.3975720405578613,-9.31322574615e-10,282.646225676,1.0008,0.00995671469718,26.02197241783142,17.1064,1800.0,1.00345,7.538255453109741,-0.0099567156285,1.3518376350402832,17.1885,2.83945,1300.0,2.77555756156e-17,1.673337697982788,206.422907321,120,120,0.09367847442626953,0.00801246240735,66.6666666667,42.5,2.3157572746276855,0.0,0.0
0.127958008763,0.243783786859,0.07288002967834473,2.86336,0.05974578857421875,1.3622260093688965,6.98491930962e-10,441.131751546,1.01367,0.00587466894649,33.92016291618347,17.5463,2400.0,1.0129,7.609053611755371,-0.005874668248,1.3392741680145264,17.5203,2.86485,1300.0,5.82076609135e-11,1.6868946552276611,217.8158626,120,120,0.09562158584594727,0.00847603846341,108.333333333,42.5,2.383385419845581,0.0,0.0
0.119211586017,0.323952690609,0.07093405723571777,2.87319,0.06231403350830078,1.4465999603271484,-4.19095158577e-09,388.082894925,1.01742,0.00768159097061,42.68293499946594,17.678,2400.0,1.01803,8.454736709594727,-0.00768159516156,1.3974831104278564,17.6934,2.87232,1600.0,-6.98491975371e-09,2.4180328845977783,181.773668794,120,120,0.09006094932556152,0.00913751684129,115.0,25.0,2.386906862258911,0.0,0.0
0.371436509776,0.294127843603,0.06955242156982422,2.87346,0.06759357452392578,1.3652808666229248,-4.65661287308e-10,550.330708655,1.01373,0.00593127822503,51.11709809303284,17.5504,2600.0,1.01802,8.126444578170776,-0.0059312786907,1.4266765117645264,17.6982,2.86507,2800.0,1.86264537128e-09,1.6156558990478516,283.62240156,120,120,0.2296428680419922,0.00723560526967,178.333333333,35.0,2.617018699645996,0.0,0.0
0.0554695494948,0.22001115886,0.06550025939941406,2.87196,0.06190800666809082,1.3804287910461426,0.0,85.8131044124,1.0133,0.00364013435319,58.97244429588318,17.5366,800.0,1.01724,7.5980064868927,-0.00364013435319,1.3752703666687012,17.6716,2.86429,500.0,0.0,1.3916637897491455,52.5727009853,120,120,0.07744646072387695,0.0071845841594,11.6666666667,8.33333333333,2.5137383937835693,0.0,0.0
0.0438925202271,0.12298141131,0.06914925575256348,2.86171,0.060010433197021484,1.415597915649414,6.98491930962e-10,180.691188373,1.01221,0.0112165806349,66.9449417591095,17.4991,1900.0,1.012,7.640239238739014,-0.0112165799364,1.3747241497039795,17.4914,2.86215,500.0,0.0,1.4728739261627197,45.4529671443,120,120,0.0982046127319336,0.00976607762277,20.8333333333,4.16666666667,2.5913383960723877,0.0,0.0
0.0880979841226,0.219805051433,0.06526994705200195,2.85269,0.06887149810791016,1.387108325958252,-4.65661287308e-10,490.146661725,1.00562,0.00524917664006,75.98494839668274,17.2716,2500.0,1.00748,8.700003862380981,-0.00524917710572,1.5586655139923096,17.3344,2.84906,1600.0,2.91038304567e-09,1.38580322265625,203.427232417,120,120,0.0951685905456543,0.00544097460806,122.5,39.1666666667,3.529921531677246,0.0,0.0
0.178378421318,0.387955210824,0.06323909759521484,2.82935,0.062302350997924805,1.340911626815796,9.02218744159e-10,633.705482767,0.993289,0.0126473875425,83.70626211166382,16.8508,2600.0,0.995811,7.4426374435424805,-0.0126473866403,1.38706374168396,16.9344,2.8244,1800.0,-9.31322685638e-10,1.3623838424682617,312.23989175,120,120,0.0795907974243164,0.00899718608707,259.166666667,72.5,2.5781471729278564,0.0,0.0
0.0420553310307,0.198111957876,0.2548339366912842,2.854,0.0627140998840332,1.4379656314849854,-5.58793544769e-09,640.084629821,1.01039,0.0126594090834,92.24581575393677,17.4353,2800.0,1.00827,8.147886514663696,-0.0126594146714,1.4438986778259277,17.357,2.8585,1700.0,-1.39698397295e-09,1.484358549118042,201.037240884,120,120,0.0976569652557373,0.00975839421153,275.0,40.8333333333,2.7656309604644775,0.0,0.0
0.0963371755536,0.2401197056,0.06514620780944824,2.82563,0.06182265281677246,1.425473690032959,-1.2805685401e-09,491.754229491,0.989648,0.00972882343922,100.23847341537476,16.7276,2000.0,0.994069,7.707609176635742,-0.00972882471979,1.3829681873321533,16.8717,2.81706,1600.0,-4.65661231797e-10,1.472024917602539,350.86797137,120,120,0.08306217193603516,0.00608047284186,246.666666667,115.0,2.58282732963562,0.0,0.0
