1PolicyExecTime,0AveragePolicyStd,LossBefore,Time,1EnvExecTime,MeanKL,0MaxReturn,dLoss,0ExplainedVariance,0PolicyExecTime,1StdReturn,1AverageReturn,0Entropy,1Perplexity,0AverageReturn,1MinReturn,ComputeUpdatedDistTime,1Entropy,MeanKLBefore,1MaxReturn,0Perplexity,1ExplainedVariance,0StdReturn,0NumTrajs,0MinReturn,1NumTrajs,0ProcessExecTime,ItrTime,0EnvExecTime,1AveragePolicyStd,1ProcessExecTime,LossAfter
8.958397150039673,1.0,1.35332811624e-09,67.77737879753113,21.400333642959595,0.00776586262509,1500.0,0.00951344468922,0.0446831268587,2.1132237911224365,157.76485667,60.5,2.83788,17.346,29.5,0.0,5.415621280670166,2.85336,3.97558297394e-09,1100.0,17.0795,0.0637562760348,125.018998556,400,0.0,400,0.33396077156066895,67.7773826122284,22.582908153533936,1.00789,0.2848067283630371,-0.00951344333589
8.795987367630005,1.00884,-1.49011603057e-09,127.07671475410461,21.553266763687134,0.00691477814689,900.0,0.00866726450622,0.05909801844,1.7559986114501953,274.310043564,148.0,2.85537,17.4363,46.25,0.0,0.3079681396484375,2.85856,4.10362077652e-10,1900.0,17.3809,0.0958515503095,123.838352298,400,0.0,400,0.3182682991027832,58.3920738697052,22.70027780532837,1.01065,0.28865599632263184,-0.00866726599634
8.746098041534424,1.00791,6.40284325559e-10,186.19089722633362,21.792508840560913,0.0092307664454,1600.0,0.0109603821184,0.0795829281396,1.7746741771697998,325.03692098,199.0,2.8535,17.3816,95.5,0.0,0.2988588809967041,2.85541,1.22236976097e-09,1700.0,17.3485,0.0969460621631,179.108207517,400,0.0,400,0.31620216369628906,59.10979342460632,22.142094612121582,1.00911,0.3055107593536377,-0.0109603814781
8.939832925796509,1.00314,-2.21189111471e-09,246.49503111839294,21.446938514709473,0.00653501600027,2500.0,0.00945832172874,0.07399877718,1.8582885265350342,590.930621985,299.0,2.84347,17.3726,148.0,0.0,0.32232093811035156,2.85489,2.98023317136e-09,5400.0,17.1752,0.0793061072613,245.450606029,400,0.0,400,0.35103344917297363,59.63170671463013,23.107307195663452,1.00905,0.28129053115844727,-0.00945832394063
9.18566632270813,1.00642,1.80443743281e-10,305.17170310020447,21.682701349258423,0.00689491815865,1700.0,0.00853225420578,0.0990291969047,1.8936529159545898,431.361145098,355.25,2.84993,17.2899,194.0,0.0,0.28794074058532715,2.85012,-5.47151746133e-09,2600.0,17.2865,0.110440161242,258.870624058,400,0.0,400,0.31783008575439453,58.671741247177124,22.08972692489624,1.00674,0.28223204612731934,-0.00853225402534
10.153414726257324,1.00176,-1.28056898419e-10,367.57079553604126,23.172058582305908,0.00675018317997,1800.0,0.00915496411035,0.105530928939,1.7235214710235596,325.24980784,337.25,2.84077,17.0701,212.0,0.0,0.4052422046661377,2.83733,5.58792456751e-10,1900.0,17.129,0.137877233922,246.993927051,400,0.0,400,0.34125328063964844,61.56463003158569,22.72667121887207,1.00007,0.3066854476928711,-0.00915496423841
9.835784673690796,0.997013,2.49710851996e-09,428.93333435058594,22.491973876953125,0.00709996884689,1800.0,0.00901367019978,0.0930237619425,2.172217607498169,684.961632137,507.25,2.83139,16.9317,250.25,0.0,0.377396821975708,2.82919,6.23986018411e-09,5000.0,16.969,0.12126792552,304.220212182,400,0.0,400,0.3616962432861328,61.35739827156067,22.902854442596436,0.996016,0.30704736709594727,-0.00901366770267
10.324062585830688,0.989538,-6.86850576415e-10,492.1431803703308,23.664260864257812,0.00998894684017,1800.0,0.0100211065845,0.129934215665,2.229933261871338,372.166293476,343.5,2.81641,16.806,236.75,0.0,0.3319861888885498,2.82174,3.632159018e-09,2400.0,16.7168,0.115242549055,239.320783677,400,0.0,400,0.329939603805542,62.46602940559387,22.359006643295288,0.992302,0.30971622467041016,-0.0100211072713
11.351652383804321,0.975295,1.72294689627e-09,558.9643366336823,24.143944025039673,0.00650816876441,2000.0,0.00871562385,0.146750759734,2.7678608894348145,500.624609863,505.0,2.78715,16.065,307.5,0.0,0.8545901775360107,2.77664,-2.04600092424e-09,2600.0,16.2347,0.144050649183,303.387128929,400,0.0,400,0.3602151870727539,66.81304669380188,23.727900743484497,0.970365,0.3511221408843994,-0.00871562212706
11.516754627227783,0.975714,-5.35510524813e-10,626.6157290935516,24.133896589279175,0.0069002667442,1500.0,0.00819098243956,0.127639686109,2.856260299682617,667.604673441,602.0,2.78804,16.1907,289.0,0.0,0.3537259101867676,2.78444,5.70435121361e-09,4000.0,16.2491,0.119546201134,279.068092049,400,0.0,400,0.35044288635253906,66.7834620475769,23.481361389160156,0.97417,0.34174561500549316,-0.00819098297507
11.402846336364746,0.973528,2.56113796837e-10,693.053484916687,23.949209451675415,0.00704766204581,1900.0,0.0089799214853,0.109224016588,2.44156551361084,520.939295888,508.5,2.78348,16.1003,278.25,0.0,0.41466546058654785,2.77884,-5.60830670793e-09,3200.0,16.1752,0.151387053451,299.335827291,400,0.0,400,0.3609349727630615,66.43081521987915,23.282222747802734,0.971282,0.3267042636871338,-0.00897992122918
11.566320180892944,0.97491,-5.82078829581e-12,760.5978276729584,23.692649602890015,0.00956142507493,2700.0,0.0101589159982,0.130736600654,2.70528507232666,833.88713265,736.5,2.78635,16.1138,410.0,0.0,0.36458492279052734,2.77967,-4.86034101854e-10,5200.0,16.2217,0.147122253665,422.610932182,400,0.0,400,0.35783839225769043,66.8194351196289,23.423075199127197,0.971885,0.3049755096435547,-0.010158916004
