ExplainedVariance,TotalExecTime,MinReturn,NumTrajs,AverageReturn,Entropy,Perplexity,Time,StdReturn,LossBefore,ItrTime,MeanKL,LossAfter,AveragePolicyStd,MaxReturn,MaxKL
0.145015648792,15.043880939483643,0.0,20,15.0,2.849,17.2706,15.31257963180542,65.3834841531,0.0090896,15.31258749961853,0.0014355,0.00663307,1.00568,300.0,0.0165184
1,15.56481647491455,0.0,20,0.0,2.85809,17.4283,31.14047908782959,0.0,-0.0,15.813727140426636,0.0,-0.0,1.01022,0.0,0.0
1,16.505051374435425,0.0,20,0.0,2.85809,17.4283,47.92265200614929,0.0,-0.0,16.769461393356323,0.0,-0.0,1.01022,0.0,0.0
0.137793986655,16.01896572113037,0.0,20,30.0,2.85809,17.4283,64.12061977386475,130.766968306,-0.00408854,16.180935859680176,0.173523,0.0084535,1.01022,600.0,13.425
1,16.69770359992981,0.0,20,0.0,2.85605,17.3927,80.96554160118103,0.0,-0.0,16.81455111503601,0.0,-0.0,1.00923,0.0,0.0
1,16.429636001586914,0.0,20,0.0,2.85605,17.3927,97.59429907798767,0.0,-0.0,16.599858283996582,0.0,-0.0,1.00923,0.0,0.0
0.0471530184853,15.78205394744873,0.0,20,15.0,2.85605,17.3927,113.51087474822998,47.6969600708,-0.0179672,15.902742385864258,0.280142,-0.0243268,1.00923,200.0,22.2984
