AverageReturn,Time,TotalExecTime,StdReturn,Perplexity,ExplainedVariance,MinReturn,MaxReturn,ItrTime,NumTrajs,AveragePolicyStd,MaxKL,LossBefore,MeanKL,Entropy,LossAfter
42.5,3.6145877838134766,3.5608928203582764,80.27297179,11.4353,0.0620418104556,0.0,400.0,3.6145923137664795,40,0.82843,3.50993,0.0219221,0.953641,2.4367,-0.0718178
1677.5,7.13092303276062,3.4551234245300293,565.900830535,11.6887,0.498973690833,600.0,3000.0,3.5126967430114746,40,0.839731,3.42051,0.0130509,1.40301,2.45863,-0.104268
5532.5,10.588818788528442,3.397096633911133,753.786276076,11.7653,0.868226599914,3500.0,7500.0,3.45154070854187,40,0.840712,5.68676,-0.0324024,2.92358,2.46515,-0.294647
4605.0,14.14828872680664,3.493687868118286,819.435781498,11.5762,0.770376365088,3000.0,6200.0,3.5519771575927734,40,0.834251,7.99368,-0.025745,3.25855,2.44895,-0.162112
247.5,17.83272624015808,3.6225528717041016,222.471908339,11.4281,0.211887377795,0.0,1000.0,3.67769718170166,40,0.829157,2.32381,0.0187418,1.54047,2.43608,-0.104509
7287.5,21.969461917877197,4.0435240268707275,412.424235466,11.5357,0.973689720426,5900.0,7900.0,4.127403020858765,40,0.832037,2.58434,-0.0388964,1.7963,2.44545,-0.141179
3380.0,25.94192624092102,3.9268248081207275,813.387976307,11.3135,0.683267792988,1700.0,5200.0,3.9675910472869873,40,0.824646,9.45141,0.0045437,3.61298,2.426,-0.136851
