MinReturn,ItrTime,NumTrajs,ExplainedVariance,LossBefore,TotalExecTime,MaxKL,LossAfter,MeanKL,MaxReturn,AveragePolicyStd,Perplexity,AverageReturn,StdReturn,Entropy,Time
11600.0,19.192933559417725,20,0.53571457223,0.00870801,18.951451063156128,2.42122,-0.124076,0.967203,31800.0,0.935103,14.8902,22675.0,5037.94352886,2.7007,19.19292664527893
33900.0,19.841333866119385,20,0.917783599388,-0.0169704,19.724241733551025,0.519712,-0.0418044,0.0875817,42400.0,0.939509,15.0204,39625.0,2079.39294026,2.70941,39.038147926330566
0.0,20.197768449783325,20,0.849719747934,0.0143539,20.1339271068573,0.012966,0.0129892,0.00404635,42600.0,0.935542,14.8935,37595.0,12539.7557791,2.70093,59.23960065841675
40000.0,19.76405620574951,20,0.980664379667,0.00648932,19.678020238876343,0.121918,0.00258089,0.00924216,42500.0,0.93895,15.0008,41585.0,615.040649063,2.7081,79.01876211166382
0.0,19.644699335098267,20,0.823798125208,0.000677891,19.587530851364136,0.0996878,-0.00355607,0.0171258,41800.0,0.940765,15.0495,36765.0,12283.5774512,2.71135,98.67388343811035
40200.0,20.27176332473755,20,0.980236645689,-0.0185778,20.127589225769043,0.0733689,-0.0216205,0.00997593,42500.0,0.940811,15.0546,41260.0,624.019230473,2.71169,118.96966528892517
0.0,19.503562688827515,20,0.863022462476,0.00401494,19.38247036933899,0.040096,0.00127468,0.00381274,42600.0,0.93652,14.9154,37315.0,12464.1997336,2.7024,138.4795994758606
