Entropy,AverageReturn,ItrTime,MaxReturn,Time,LossBefore,NumTrajs,MinReturn,MaxKL,TotalExecTime,LossAfter,ExplainedVariance,Perplexity,AveragePolicyStd,StdReturn,MeanKL
2.79458,25.0,7.449116945266724,200.0,7.449111223220825,0.00540674,40,0.0,36.3945,7.36011004447937,-0.0499764,0.0410214620518,16.3558,0.982009,58.0947501931,0.519885
2.79999,115.0,8.24121618270874,1000.0,15.696712970733643,0.0232727,40,0.0,21.4571,8.189774990081787,-0.0130593,0.0558523859535,16.4445,0.984327,195.639975465,0.158283
2.81163,182.5,6.937173843383789,900.0,22.640310525894165,0.0179116,40,0.0,5.32976,6.902423620223999,-0.0332501,0.0743686757996,16.637,0.990623,252.871014551,0.132877
2.82058,855.0,7.079187393188477,2600.0,29.7227840423584,-0.0120953,40,0.0,1.85641,7.046513795852661,-0.0664923,0.193858298104,16.7866,0.995869,632.435767489,0.122129
2.81453,1762.5,7.170626640319824,4100.0,36.899691104888916,-0.0507737,40,500.0,94.1821,7.118930816650391,-0.146129,0.495334988882,16.6854,0.993006,659.426834455,0.216657
2.78915,3387.5,7.891665935516357,6300.0,44.798651933670044,-0.0323931,40,1200.0,1.26235,7.835005760192871,-0.0685161,0.573673642001,16.2671,0.980824,1071.49136721,0.101964
2.77295,3577.5,7.2626659870147705,6200.0,52.06877160072327,-0.0460338,40,1600.0,2.68712,7.149669647216797,-0.0614827,0.651800982125,16.0058,0.972693,1000.87149525,0.0322312
