MaxKL,LossAfter,AverageReturn,MinReturn,ExplainedVariance,Perplexity,MeanKL,StdReturn,AveragePolicyStd,TotalExecTime,ItrTime,MaxReturn,Time,Entropy,LossBefore,NumTrajs
14.8847,-0.0304104,12.65,0.0,0.167471680643,5.60742,1.21992,108.742712399,0.574709,79.98711013793945,80.32046461105347,1600.0,80.32046294212341,1.72409,-0.00151906,2000
0.399913,-0.0103534,1127.4,0.0,0.822074055488,5.59891,0.0354101,1185.84115294,0.57422,81.23917603492737,81.52392792701721,3000.0,161.84673595428467,1.72257,-0.00348614,2000
0.269679,-0.00547252,1128.6,0.0,0.822006949006,5.58916,0.0157319,1211.44213234,0.573733,81.64448118209839,81.94815802574158,2900.0,243.79724287986755,1.72083,-0.00171622,2000
0.429286,-0.00938587,1242.2,0.0,0.828783590563,5.58437,0.0512378,1235.91227844,0.573495,78.78274512290955,79.15576410293579,3000.0,322.95612597465515,1.71997,-0.00277042,2000
0.0271959,-0.00755289,1300.15,0.0,0.82905958243,5.57664,0.0057084,1252.24397683,0.57307,79.83605360984802,80.11926651000977,2900.0,403.07777857780457,1.71859,-0.00633906,2000
1.1074,0.00389908,1249.45,0.0,0.831858836047,5.55899,0.075015,1257.99034078,0.572179,85.34652805328369,85.67648935317993,2900.0,488.7571177482605,1.71542,-0.000956851,2000
0.359096,-0.00686374,1290.25,0.0,0.834634235233,5.55633,0.0252682,1266.35300667,0.572037,89.0835337638855,89.4065752029419,3000.0,578.1665270328522,1.71494,-0.0013684,2000
