LossBefore,LossAfter,MaxKL,AverageReturn,MeanKL,Entropy,AveragePolicyStd,MinReturn,TotalExecTime,ItrTime,StdReturn,Perplexity,NumTrajs,ExplainedVariance,Time,MaxReturn
-0.0172926,-0.0680981,1.72384,13195.0,0.261182,2.73374,0.949513,6000.0,13.095695734024048,13.197859764099121,3605.33978981,15.3903,20,0.572437599764,13.197857141494751,19800.0
0.0159289,-0.019375,0.340713,9185.0,0.139262,2.71645,0.941494,0.0,13.064791440963745,13.113256216049194,6870.68228053,15.1265,20,0.599232178305,26.31696367263794,19400.0
0.0235094,-0.00343448,1.27743,14860.0,0.104881,2.72441,0.945226,200.0,11.801129341125488,11.91929841041565,5490.84692921,15.2474,20,0.791423236889,38.241503953933716,21500.0
0.00403352,-0.00405092,0.0689912,17590.0,0.011136,2.73616,0.950795,4900.0,12.250291347503662,12.377431869506836,5005.98641628,15.4277,20,0.785992952704,50.62782049179077,23000.0
-0.0322173,-0.0403862,0.104208,19610.0,0.00882539,2.73818,0.951643,13100.0,11.623686790466309,11.747982263565063,2305.62355991,15.4589,20,0.899476892257,62.383156299591064,22700.0
-0.00224077,-0.0303761,0.740228,17215.0,0.100434,2.72207,0.944093,0.0,12.339062213897705,12.42306113243103,6605.17032331,15.2118,20,0.845817900841,74.81009674072266,23200.0
0.0144751,-0.0283886,1.37149,16095.0,0.104462,2.72095,0.943448,0.0,11.571555376052856,11.678792953491211,5949.74579289,15.1948,20,0.784714515711,86.50029015541077,22800.0
