LossAfter,Perplexity,ExplainedVariance,MinReturn,AveragePolicyStd,Time,MaxReturn,NumTrajs,Entropy,TotalExecTime,ItrTime,LossBefore,AverageReturn,MaxKL,StdReturn,MeanKL
-0.0747096,17.1557,0.321497742924,0.0,1.00326,10.993568658828735,11000.0,20,2.84233,10.90425181388855,10.9935781955719,0.0114799,3780.0,4.23744,3243.54744069,0.872662
-0.00798612,17.3538,0.388956700353,0.0,1.00891,21.844643592834473,4500.0,20,2.85381,10.687387704849243,10.846754789352417,0.00291289,1010.0,0.190584,1033.87620149,0.0793537
-0.0448802,17.3791,0.276343751663,1800.0,1.00965,32.63239502906799,8200.0,20,2.85527,10.703572034835815,10.781459093093872,0.00198064,3875.0,0.891972,1676.26817664,0.273939
-0.0206484,17.3963,0.274344312407,1600.0,1.01017,43.271530628204346,23700.0,20,2.85626,10.567854166030884,10.634974241256714,-0.0092086,10145.0,0.242402,5731.88232608,0.0473429
-0.0124151,17.3164,0.366722226756,7500.0,1.00779,54.04480862617493,23300.0,20,2.85165,10.682096481323242,10.769359111785889,-0.00728892,14880.0,0.0833166,4652.0533101,0.0121469
-0.0187927,17.2534,0.483856029326,8500.0,1.00597,64.56136679649353,27600.0,20,2.84801,10.440542936325073,10.508737802505493,-0.00279345,19725.0,0.33475,4612.14429523,0.115721
-0.0438882,17.2293,0.627951934434,16500.0,1.00534,75.34028697013855,33900.0,20,2.84661,10.728288650512695,10.77206015586853,-0.0238433,25465.0,0.424448,5107.08086875,0.111396
