Entropy,MaxReturn,ItrTime,MaxKL,ExplainedVariance,StdReturn,Perplexity,AverageReturn,NumTrajs,Time,TotalExecTime,LossAfter,MeanKL,AveragePolicyStd,MinReturn,LossBefore
2.849,0.0,16.74646258354187,0.0,1,0.0,17.2706,0.0,20,16.746455430984497,16.480031967163086,-0.0,0.0,1.00568,0.0,-0.0
2.849,0.0,16.74173617362976,0.0,1,0.0,17.2706,0.0,20,33.500420570373535,16.50572156906128,-0.0,0.0,1.00568,0.0,-0.0
2.849,0.0,15.842613220214844,0.0,1,0.0,17.2706,0.0,20,49.34776306152344,15.692952632904053,-0.0,0.0,1.00568,0.0,-0.0
2.849,1300.0,18.08694863319397,0.0575593,0.127709827514,286.836190185,17.2706,85.0,20,67.47825956344604,17.954898834228516,-0.0134472,0.000418059,1.00568,0.0,-0.0128025
2.8426,0.0,16.2088360786438,0.0,1,0.0,17.1604,0.0,20,83.72758769989014,16.035143852233887,-0.0,0.0,1.00242,0.0,-0.0
2.8426,0.0,15.74877119064331,0.0,1,0.0,17.1604,0.0,20,99.48710656166077,15.452328443527222,-0.0,0.0,1.00242,0.0,-0.0
2.8426,400.0,17.254729509353638,0.000754997,0.33904166502,106.183802908,17.1604,35.0,20,116.75272464752197,17.063740968704224,0.000119001,9.06103e-05,1.00242,0.0,0.000781555
