0ExplainedVariance,1MinReturn,0MaxReturn,1ExplainedVariance,0PolicyExecTime,0NumTrajs,1Perplexity,0StdReturn,MeanKLBefore,LossBefore,1StdReturn,ComputeUpdatedDistTime,dLoss,1MaxReturn,1Entropy,1NumTrajs,1EnvExecTime,0MinReturn,1PolicyExecTime,0Perplexity,0AverageReturn,1ProcessExecTime,MeanKL,1AveragePolicyStd,ItrTime,LossAfter,1AverageReturn,Time,0ProcessExecTime,0Entropy,0EnvExecTime,0AveragePolicyStd
0.0542481558899,0.0,1700.0,0.168965662826,11.398050785064697,800,16.9636,117.611383378,6.98492430562e-10,9.31322574615e-10,167.279519069,0.7082152366638184,0.00567452656105,2300.0,2.83107,800,18.386940479278564,0.0,27.436234712600708,17.0795,14.75,0.7585897445678711,0.00768490228802,0.996612,71.99692368507385,-0.00567452562973,27.25,71.99691772460938,0.4141113758087158,2.83788,9.763033866882324,1.0
