LossAfter,TotalExecTime,MinReturn,MeanKL,MaxKL,Perplexity,MaxReturn,ItrTime,Time,ExplainedVariance,Entropy,LossBefore,NumTrajs,AveragePolicyStd,AverageReturn,StdReturn
-1.07318,15.208460569381714,0.0,1.70811,258.302,17.1021,900.0,15.503381252288818,15.50337529182434,0.297685606097,2.8392,0.00239247,20,1.00066,80.0,242.074368738
3.15229,15.271708250045776,0.0,15.4018,1927.55,17.1431,900.0,15.483254671096802,31.011247634887695,0.302123535087,2.84159,0.0195601,20,1.00186,45.0,196.150452459
1.84965,15.4374098777771,0.0,7.81289,916.303,17.3115,700.0,15.604461669921875,46.62330102920532,0.414025643005,2.85137,0.00175325,20,1.00677,130.0,260.959767014
-0.0324258,17.367274284362793,0.0,0.000971052,0.00872177,17.3267,2100.0,17.472176790237427,64.12792778015137,0.65324802867,2.85225,-0.0301945,20,1.00721,175.0,536.539840086
2.1338,17.17040181159973,0.0,12.4637,1486.29,17.0671,500.0,17.32252788543701,81.50511646270752,0.336045305846,2.83715,-0.015052,20,0.999657,25.0,108.972473589
0.0040512,16.96478533744812,0.0,0.000333168,0.00603301,16.9391,2400.0,17.11783528327942,98.6503164768219,0.437158464076,2.82963,0.00502864,20,0.995884,250.0,572.276157113
0.0203921,16.929535150527954,0.0,0.125528,28.2122,16.9818,1500.0,17.09308910369873,115.75258755683899,0.576776412276,2.83214,0.00441777,20,0.997137,110.0,353.411940941
